STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME_DAYMIN,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_REPORTED_AGE,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT
97,1199,1,1,30,30,20,5.11,177.5,165
97,1199,1,1,30,30,19,5.1,152.5,165
118,968,1,1,5,5,15,5.6,165,140
118,968,1,1,5,5,16,6,180,180
118,968,1,1,5,5,16,6.2,185,150
118,968,1,1,5,5,15,6.1,182.5,180
118,968,1,1,5,5,15,5.5,162.5,120
118,968,1,1,15,15,13,4.1,122.5,100
104,862,1,1,2,2,21,5.1,152.5,160
118,730,5,5,5,5,25,5.5,162.5,140
97,1080,1,1,190,50,35,5.11,177.5,170
111,972,1,1,32,32,53,5.8,170,150
118,1225,1,1,6,6,25,5.9,172.5,190
104,1191,0,0,12,12,15,5.6,165,150
104,1191,0,0,12,12,15,5.5,162.5,130
118,770,1,1,5,5,25,5.6,165,165
104,195,1,1,3,3,40,5.1,152.5,180
111,100,1,1,15,15,26,5.8,170,150
111,247,1,1,5,5,26,5.6,165,140
97,841,5,5,10,10,22,5.4,160,130
97,1055,1,1,2,2,43,5.7,167.5,250
97,1315,1,1,5,5,18,5.5,162.5,160
97,1315,1,1,5,5,18,5.8,170,160
111,90,0,0,5,5,24,5.11,177.5,220
111,67,2,2,8,8,35,5.1,152.5,250
111,1254,1,1,5,5,45,5.4,160,150
97,960,5,5,163,50,15,5.1,152.5,150
104,1288,1,1,12,12,42,5.6,165,185
104,105,1,1,10,10,48,6,180,220
104,105,1,1,10,10,43,5.5,162.5,180
104,1010,2,2,3,3,17,5.7,167.5,150
118,67,2,2,30,30,28,5.1,152.5,190
118,67,2,2,30,30,32,5.7,167.5,180
111,1115,1,1,6,6,15,5.6,165,190
118,196,1,1,5,5,31,5.11,177.5,150
104,1325,1,1,5,5,41,5.7,167.5,180
104,839,1,1,10,10,20,5.11,177.5,160
104,850,30,11,15,15,20,5.5,162.5,150
118,242,0,0,30,30,35,5.1,152.5,260
97,277,1,1,10,10,27,5.5,162.5,175
111,1082,1,1,5,5,60,5.6,165,150
97,495,20,11,1,1,23,5.1,152.5,150
147,1063,1,1,20,20,26,6.4,190,250
133,5,5,5,5,5,26,5.6,165,175
133,280,1,1,3,3,23,5.7,167.5,150
126,840,1,1,3,3,31,5.1,152.5,250
140,981,1,1,2,2,17,5.9,172.5,180
147,1260,1,1,5,5,30,5.9,172.5,210
133,1080,1,1,10,10,12,4.1,122.5,100
147,895,1,1,15,15,17,5.9,172.5,150
147,895,1,1,15,15,14,5.1,152.5,150
133,1080,1,1,10,10,13,5.2,155,110
133,1224,1,1,2,2,22,5.1,152.5,180
126,1290,2,2,3,3,23,6.4,190,215
133,1065,1,1,15,15,31,6.4,190,185
140,636,1,1,37,37,33,5.6,165,170
140,1106,1,1,10,10,30,6.3,187.5,200
147,340,1,1,2,2,35,6.1,182.5,180
133,968,1,1,1,1,18,5.1,152.5,150
140,80,1,1,10,10,24,5.5,162.5,150
140,1127,1,1,1,1,20,5.5,162.5,130
126,984,1,1,10,10,33,5.2,155,130
133,1015,1,1,10,10,58,5.4,160,145
133,1145,1,1,3,3,45,6.2,185,220
133,1037,2,2,10,10,22,6,180,185
133,1037,2,2,10,10,22,5.7,167.5,160
147,65,1,1,1,1,18,5.4,160,150
126,1250,5,5,25,25,17,5.6,165,150
126,1250,1,1,25,25,17,6,180,160
140,1278,0,0,15,15,13,5,150,90
147,1093,1,1,2,2,19,5.1,152.5,170
147,1093,1,1,2,2,18,5.8,170,135
147,1093,1,1,2,2,17,5.8,170,170
147,1040,1,1,5,5,42,5.8,170,180
140,953,5,5,3,3,27,5.7,167.5,200
126,26,1,1,4,4,22,5.6,165,145
140,1060,1,1,10,10,15,6,180,150
140,1060,1,1,10,10,18,5.7,167.5,200
147,730,1,1,1,1,19,5.7,167.5,140
147,1150,2,2,5,5,18,6,180,185
133,79,0,0,10,10,35,5.1,152.5,170
147,135,1,1,5,5,25,5.9,172.5,190
133,704,1,1,10,10,30,5.9,172.5,140
126,211,1,1,3,3,23,5.1,152.5,140
147,909,1,1,22,22,28,5.9,172.5,150
126,491,0,0,0,0,37,5.8,170,225
140,502,1,1,4,4,25,5.1,152.5,150
127,827,1,1,10,10,75,5.7,167.5,150
141,783,0,0,5,5,39,5.1,152.5,205
127,795,2,2,15,15,32,5.7,167.5,165
148,1200,1,1,4,4,38,5.11,177.5,170
134,1280,1,1,9,9,25,5.8,170,200
127,1211,1,1,2,2,25,5.1,152.5,200
134,970,0,0,20,20,32,5.1,152.5,150
141,1316,1,1,2,2,38,5.6,165,160
141,864,1,1,1,1,24,5.6,165,160
148,341,0,0,5,5,57,5.8,170,150
148,1232,1,1,10,10,22,5.6,165,150
141,835,2,2,10,10,16,5.9,172.5,150
141,1257,2,2,1,1,14,5.1,152.5,120
127,1151,1,1,9,9,20,5.2,155,135
148,50,1,1,10,10,16,5.5,162.5,145
148,50,1,1,10,10,15,5.7,167.5,130
141,1005,1,1,10,10,53,5.6,165,185
127,1125,1,1,7,7,42,6.3,187.5,200
127,750,1,1,6,6,29,6.2,185,250
148,976,1,1,10,10,53,5.7,167.5,130
127,1435,0,0,2,2,18,5.1,152.5,170
141,508,1,1,10,10,62,5.11,177.5,180
141,1121,1,1,5,5,26,5.1,152.5,180
148,660,1,1,5,5,32,5.7,167.5,150
127,145,2,2,10,10,53,5.7,167.5,180
127,135,1,1,10,10,26,5.6,165,160
134,928,1,1,18,18,28,5.9,172.5,195
134,1253,10,10,7,7,27,6.2,185,200
148,40,1,1,20,20,17,5.7,167.5,170
148,40,1,1,20,20,25,5.7,167.5,190
134,860,2,2,5,5,14,4.9,142.5,110
127,514,1,1,10,10,16,5.1,152.5,140
127,514,1,1,10,10,14,5.7,167.5,120
141,948,1,1,1,1,25,6.1,182.5,180
127,1136,1,1,30,30,17,5.4,160,130
127,1136,1,1,30,30,17,5.8,170,130
127,1145,1,1,6,6,18,5.1,152.5,145
134,699,1,1,25,25,21,5.4,160,120
127,746,0,0,16,16,30,5.7,167.5,162
148,1040,3,3,20,20,66,5.8,170,160
141,41,1,1,11,11,21,6,180,160
127,1325,1,1,2,2,40,6,180,180
148,1250,5,5,5,5,24,5.9,172.5,230
148,30,2,2,3,3,40,5.8,170,170
148,90,3,3,5,5,35,5.1,152.5,180
127,748,1,1,15,15,24,6,180,160
127,745,1,1,25,25,29,6,180,170
141,1350,1,1,1,1,21,5.7,167.5,155
141,1305,1,1,1,1,27,5.9,172.5,160
148,429,0,0,12,12,53,6.3,187.5,190
148,1082,1,1,8,8,16,6,180,140
127,1360,1,1,5,5,16,5.1,152.5,150
127,1362,1,1,5,5,22,5.7,167.5,210
127,1362,1,1,5,5,40,6,180,180
127,1367,1,1,3,3,28,5.11,177.5,180
148,990,1,1,3,3,41,6.1,182.5,215
127,1125,1,1,20,20,14,5.7,167.5,160
134,715,1,1,15,15,44,6.2,185,170
141,1175,0,0,1,1,28,5.9,172.5,160
127,961,1,1,1,1,32,5.8,170,160
134,613,1,1,20,20,25,5.6,165,140
134,613,1,1,20,20,48,6.2,185,200
134,613,1,1,20,20,56,5.5,162.5,140
134,613,1,1,20,20,44,5.8,170,170
134,613,1,1,20,20,23,5.8,170,175
134,530,1,1,15,15,41,6,180,200
141,954,1,1,20,20,16,5.9,172.5,150
141,954,1,1,20,20,14,5.8,170,155
141,1186,2,2,5,5,23,6,180,165
141,1055,1,1,25,25,31,6.4,190,170
141,1055,1,1,25,25,30,6.5,192.5,180
134,775,1,1,5,5,39,6.2,185,160
141,555,0,0,6,6,49,5.11,177.5,200
134,742,5,5,18,18,17,5.9,172.5,165
134,742,5,5,18,18,16,5.9,172.5,150
121,1148,1,1,8,8,49,6,180,170
121,1148,1,1,8,8,26,5.7,167.5,150
142,978,2,2,40,50,31,6.1,182.5,170
149,661,2,2,26,26,36,5.1,152.5,170
121,580,1,1,5,5,37,6,180,180
142,1190,5,5,6,6,47,5.7,167.5,160
121,1203,1,1,3,3,23,5.1,152.5,160
121,1203,1,1,3,3,23,5.1,152.5,160
128,1337,3,3,1,1,44,5.6,165,180
128,1350,1,1,1,1,45,6,180,200
135,1380,1,1,5,5,38,5.1,152.5,200
142,1034,3,3,2,2,15,5.1,152.5,160
149,270,1,1,5,5,17,5.1,152.5,220
149,735,1,1,7,7,72,5.9,172.5,170
149,870,1,1,5,5,40,5.7,167.5,140
121,1252,2,2,8,8,16,5.4,160,125
142,123,1,1,6,6,27,5.9,172.5,200
135,1320,1,1,5,5,22,5.5,162.5,250
149,196,0,0,10,10,46,5.5,162.5,140
149,196,0,0,10,10,52,5.5,162.5,140
149,196,0,0,10,10,30,5.6,165,120
149,196,0,0,10,10,57,5.7,167.5,160
149,196,0,0,10,10,73,5.1,152.5,170
149,196,0,0,10,10,65,5.1,152.5,160
128,1225,2,2,6,6,54,5.5,162.5,170
128,1225,2,2,6,6,36,5.5,162.5,175
149,559,4,4,2,2,20,5.8,170,140
128,1101,0,0,10,10,33,5.9,172.5,235
135,1165,1,1,1,1,17,5.9,172.5,180
142,1016,1,1,5,5,28,5.9,172.5,160
135,1410,1,1,15,15,26,6,180,180
128,994,1,1,10,10,24,5.9,172.5,150
128,994,5,5,5,5,23,5.6,165,140
135,1190,1,1,4,4,27,5.8,170,130
128,1328,1,1,1,1,18,5.9,172.5,130
142,1370,5,5,1,1,20,5.7,167.5,140
121,967,1,1,7,7,42,6.2,185,300
121,967,1,1,3,3,45,6.2,185,400
121,744,1,1,44,50,39,5.1,152.5,170
128,645,1,1,14,14,30,6,180,200
128,645,0,0,14,14,22,5.4,160,210
128,645,1,1,14,14,27,5.11,177.5,160
121,645,1,1,8,8,30,6.2,185,180
142,1345,1,1,5,5,21,6.1,182.5,190
121,194,1,1,30,30,33,6.1,182.5,190
121,1083,5,5,10,10,15,5.4,160,140
121,1082,5,5,10,10,16,5.8,170,130
121,1083,5,5,8,8,14,5.8,170,130
121,1083,5,5,8,8,14,5.8,170,130
135,985,1,1,1,1,45,5.7,167.5,165
142,908,10,10,5,5,17,5.11,177.5,200
149,670,1,1,5,5,23,5.1,152.5,190
149,755,5,5,5,5,19,5.11,177.5,150
149,755,5,5,5,5,18,5.1,152.5,170
149,755,5,5,5,5,29,5.6,165,150
128,1008,2,2,3,3,19,6.1,182.5,240
128,1230,2,2,3,3,31,5.8,170,170
135,3,1,1,2,2,20,5.8,170,170
135,119,1,1,3,3,24,5.4,160,120
135,837,2,2,3,3,16,6.1,182.5,175
142,1200,1,1,1,1,21,6,180,190
142,5,2,2,10,10,23,6,180,180
128,381,1,1,5,5,30,5.6,165,200
135,1278,2,2,10,10,21,5.6,165,150
128,1011,1,1,2,2,25,5.8,170,200
142,881,2,2,19,19,27,5.8,170,165
128,877,1,1,5,5,20,6,180,180
135,1085,2,2,25,25,16,5.2,155,120
135,1085,2,2,25,25,18,5.8,170,130
142,1420,1,1,3,3,35,5.5,162.5,130
121,11,1,1,5,5,30,5.9,172.5,180
121,11,1,1,5,5,30,5.9,172.5,200
128,1235,1,1,10,10,40,6.2,185,220
142,1390,2,2,5,5,34,5.9,172.5,180
142,1380,1,1,2,2,18,5.9,172.5,150
142,1369,2,2,7,7,17,5.1,152.5,150
149,10,1,1,12,12,40,6,180,180
149,45,1,1,5,5,40,5.1,152.5,160
149,990,1,1,15,15,15,6.1,182.5,180
149,1357,1,1,1,1,20,6,180,140
121,772,1,1,5,5,55,6,180,190
128,730,1,1,12,12,30,5.11,177.5,180
142,950,0,0,1,1,20,5.7,167.5,180
128,1215,1,1,9,9,55,5.9,172.5,180
135,1334,1,1,5,5,17,6,180,180
135,1390,1,1,1,1,37,6.6,195,270
135,1335,1,1,5,5,19,6.2,185,170
135,1335,1,1,5,5,18,6,180,180
135,890,1,1,30,30,31,5.4,160,120
135,890,1,1,30,30,29,5.9,172.5,190
142,986,2,2,10,10,26,5.1,152.5,150
142,1026,0,0,7,7,57,5.8,170,160
142,1026,0,0,7,7,61,6,180,200
121,1210,1,1,5,5,25,5.6,165,150
121,727,1,1,4,4,49,5.8,170,150
142,1014,1,1,5,5,33,5.1,152.5,180
149,1070,1,1,5,5,40,6,180,180
121,178,2,2,2,2,35,5.11,177.5,210
128,897,1,1,16,16,28,5.1,152.5,220
135,1197,1,1,5,5,17,5.8,170,150
121,1365,1,1,15,15,28,5.1,152.5,170
128,467,1,1,5,5,55,6,180,230
142,20,1,1,2,2,21,6.1,182.5,170
135,1206,1,1,5,5,31,6,180,160
149,845,1,1,5,5,49,5.8,170,150
149,28,1,1,20,20,22,5.7,167.5,110
135,948,1,1,20,20,15,5.8,170,145
121,1138,0,0,5,5,21,5.1,152.5,150
121,1138,1,1,5,5,32,5.9,172.5,175
135,1005,1,1,8,8,22,5.11,177.5,200
128,83,1,1,17,17,63,6.1,182.5,180
128,83,1,1,17,17,28,5.4,160,150
142,88,10,10,14,14,17,5.9,172.5,190
142,88,10,10,14,14,18,5.8,170,130
149,1375,0,0,12,12,19,6,180,145
128,1200,1,1,2,2,14,5.1,152.5,110
128,1200,1,1,15,15,14,5.8,170,110
128,1200,1,1,15,15,14,5.5,162.5,110
142,645,1,1,20,20,35,5.7,167.5,160
135,1103,1,1,14,14,31,5.1,152.5,140
135,1103,1,1,12,12,41,6,180,210
128,1020,1,1,1,1,30,5.11,177.5,160
135,1220,1,1,5,5,16,5.11,177.5,150
121,1004,1,1,13,13,19,5.8,170,160
121,1004,1,1,13,13,21,5.5,162.5,140
135,735,2,2,10,10,19,5.1,152.5,175
142,1005,1,1,5,5,32,5.11,177.5,180
142,1005,0,0,5,5,38,5.11,177.5,165
149,491,1,1,5,5,34,5.7,167.5,130
135,43,1,1,5,5,30,5.1,152.5,175
142,1200,45,11,20,20,34,5.6,165,140
143,1126,1,1,15,15,57,5.11,177.5,185
143,964,1,1,1,1,15,6,180,200
150,115,0,0,9,9,27,5.6,165,165
136,763,1,1,27,27,17,5.8,170,150
122,1150,0,0,5,5,16,5.6,165,130
150,1329,1,1,6,6,17,5.8,170,140
150,1329,1,1,6,6,17,5.11,177.5,140
150,1329,1,1,6,6,17,5.11,177.5,140
136,771,1,1,5,5,49,6.1,182.5,155
150,1040,1,1,9,9,16,5.1,152.5,170
129,1195,4,4,10,10,26,5.9,172.5,155
143,980,0,0,10,10,30,5.11,177.5,150
150,85,2,2,15,15,21,6,180,185
150,85,2,2,15,15,27,6.7,197.5,140
129,752,1,1,1,1,17,5.11,177.5,160
129,752,1,1,1,1,16,5.8,170,160
129,752,1,1,1,1,16,5.8,170,170
129,1020,3,3,5,5,30,6.2,185,200
122,475,2,2,2,2,31,6.1,182.5,190
150,1249,1,1,5,5,51,5.8,170,200
150,7,1,1,10,10,42,5.5,162.5,150
136,15,1,1,5,5,26,5.8,170,160
136,15,1,1,5,5,23,5.6,165,165
136,15,1,1,5,5,31,5.8,170,150
150,885,1,1,15,15,26,5.1,152.5,180
150,890,0,0,7,7,15,5.9,172.5,140
150,890,0,0,7,7,15,5.6,165,130
129,29,1,1,10,10,19,5.8,170,150
122,948,1,1,1,1,25,5.11,177.5,180
143,1410,1,1,5,5,18,5.1,152.5,150
150,226,1,1,7,7,29,5.8,170,170
150,606,1,1,3,3,38,6,180,250
122,1380,1,1,20,20,43,5.11,177.5,270
122,1131,2,2,30,30,52,5.8,170,168
143,1142,1,1,5,5,23,5.8,170,150
136,1360,1,1,15,15,33,6,180,190
136,1368,1,1,5,5,24,5.11,177.5,165
150,864,0,0,4,4,17,5.2,155,120
136,131,1,1,5,5,28,5.4,160,180
150,397,1,1,20,20,38,5.4,160,147
122,619,3,3,31,31,47,5.11,177.5,240
122,1045,1,1,10,10,18,6.2,185,150
122,1045,1,1,10,10,18,5.7,167.5,145
122,1045,1,1,10,10,22,5.8,170,140
122,1045,1,1,10,10,17,6.2,185,160
122,1045,1,1,10,10,18,5.1,152.5,180
129,90,1,1,1,1,30,6.5,192.5,240
136,1245,1,1,2,2,35,6.3,187.5,185
122,21,60,11,60,50,54,6,180,220
122,1362,0,0,5,5,20,5.7,167.5,160
122,1362,0,0,5,5,19,5.1,152.5,190
122,1362,0,0,10,10,22,5.1,152.5,190
129,1330,1,1,10,10,21,5.9,172.5,170
129,1300,1,1,5,5,21,5.9,172.5,175
136,155,1,1,5,5,35,5.6,165,110
143,132,1,1,1,1,25,5.9,172.5,150
150,943,5,5,20,20,19,6.3,187.5,190
150,943,5,5,20,20,19,6.2,185,190
150,50,1,1,2,2,20,5.9,172.5,160
129,868,1,1,7,7,62,5.8,170,150
143,1132,1,1,5,5,17,6,180,160
136,1231,2,2,37,37,19,5.5,162.5,130
143,215,3,3,10,10,19,5.7,167.5,155
150,744,1,1,9,9,32,5.2,155,160
129,1245,5,5,5,5,59,5.7,167.5,150
122,1400,1,1,10,10,26,5.8,170,180
122,1400,1,1,10,10,28,5.6,165,130
122,1400,1,1,10,10,40,5.8,170,160
122,1400,1,1,10,10,34,6,180,220
150,900,2,2,10,10,21,5.9,172.5,160
129,30,1,1,5,5,27,5.7,167.5,145
150,750,1,1,10,10,23,6,180,160
129,885,1,1,3,3,49,5.8,170,180
150,670,1,1,5,5,17,5.9,172.5,160
136,1418,1,1,2,2,18,6,180,140
150,986,1,1,6,6,29,5.6,165,185
130,1069,0,0,10,10,38,6,180,200
123,1345,1,1,2,2,39,5.11,177.5,170
144,685,1,1,10,10,47,5.1,152.5,135
151,1212,0,0,2,2,60,6,180,200
130,1068,1,1,10,10,25,4.11,147.5,110
123,1333,1,1,5,5,30,5.7,167.5,170
123,1152,3,3,2,2,19,5.8,170,220
130,1382,1,1,1,1,35,5.1,152.5,185
123,1173,1,1,15,15,16,5.9,172.5,160
130,1432,1,1,13,13,25,5.8,170,160
151,1080,1,1,30,30,16,5.9,172.5,150
151,1080,1,1,30,30,15,5,150,100
144,1151,1,1,8,8,37,5.4,160,160
130,835,1,1,5,5,19,5.6,165,145
144,90,2,2,10,10,19,5.7,167.5,150
144,90,2,2,10,10,21,5.8,170,130
144,90,2,2,10,10,17,5.9,172.5,160
144,90,2,2,10,10,16,5.11,177.5,160
144,90,2,2,10,10,21,5.8,170,140
144,90,2,2,10,10,20,5.9,172.5,170
144,90,2,2,10,10,18,5.6,165,160
144,90,2,2,10,10,16,5.5,162.5,130
144,336,1,1,8,8,31,6,180,190
144,458,1,1,30,30,40,5.5,162.5,165
123,916,1,1,44,50,27,6.3,187.5,190
123,916,1,1,44,50,21,5.8,170,150
123,920,5,5,40,50,25,5.9,172.5,180
130,1053,1,1,5,5,32,5.11,177.5,158
144,975,2,2,10,10,40,6,180,210
144,280,2,2,5,5,23,5.7,167.5,150
144,280,2,2,5,5,20,5.4,160,140
144,877,1,1,10,10,17,5.7,167.5,150
144,856,1,1,1,1,20,5.1,152.5,150
130,152,1,1,15,15,35,5.9,172.5,160
137,963,1,1,15,15,17,5.9,172.5,160
151,1320,10,10,2,2,38,5.7,167.5,150
130,1310,5,5,1,1,28,5.1,152.5,220
137,67,3,3,14,14,36,5.11,177.5,185
123,1140,5,5,40,50,16,5.11,177.5,160
130,11,1,1,5,5,19,5.1,152.5,170
130,80,0,0,5,5,20,5.7,167.5,160
137,1285,1,1,15,15,19,5.9,172.5,140
144,1016,1,1,4,4,30,5.6,165,160
123,863,1,1,10,10,32,5.11,177.5,160
151,1277,2,2,5,5,57,5.1,152.5,190
123,144,1,1,3,3,36,5.8,170,160
123,737,2,2,12,12,65,5.1,152.5,160
144,1365,1,1,1,1,20,5.6,165,175
137,820,1,1,20,20,31,5.6,165,190
151,901,1,1,5,5,39,6,180,200
123,991,1,1,10,10,42,6,180,180
123,1389,1,1,10,10,31,5.9,172.5,180
130,1269,1,1,5,5,23,5.5,162.5,160
144,35,1,1,2,2,21,5.7,167.5,180
144,7,2,2,60,50,30,5.9,172.5,180
151,1430,1,1,2,2,33,5.1,152.5,165
137,770,1,1,10,10,22,5.8,170,230
130,490,2,2,8,8,19,5.6,165,150
130,1185,1,1,3,3,23,5.7,167.5,140
130,1275,2,2,15,15,22,5.8,170,165
130,1182,1,1,5,5,22,5.1,152.5,170
130,1098,1,1,8,8,22,5.6,165,170
151,1382,1,1,5,5,23,5.9,172.5,200
151,1382,1,1,5,5,41,6.2,185,250
130,1307,1,1,3,3,14,5.9,172.5,150
144,1315,1,1,10,10,15,5.4,160,120
151,45,0,0,3,3,23,6,180,165
137,1345,1,1,5,5,40,5.8,170,150
123,865,0,0,5,5,55,5.3,157.5,150
130,225,1,1,5,5,30,6,180,200
151,1223,1,1,10,10,29,5.11,177.5,170
137,486,5,5,5,5,37,6,180,185
123,630,1,1,3,3,38,5.6,165,175
151,993,3,3,28,28,15,5.5,162.5,120
130,1159,1,1,5,5,21,5.6,165,150
151,1150,1,1,6,6,25,5.1,152.5,175
137,1230,1,1,5,5,22,5.7,167.5,150
144,40,0,0,60,50,65,5.1,152.5,200
151,733,2,2,5,5,19,6,180,170
130,60,1,1,15,15,19,5.9,172.5,160
130,60,1,1,15,15,30,5.9,172.5,180
130,60,1,1,15,15,29,5.9,172.5,170
130,946,2,2,15,15,15,5.11,177.5,150
130,946,2,2,15,15,16,5.6,165,130
130,945,2,2,5,5,14,5.5,162.5,150
130,948,1,1,20,20,16,5.6,165,145
130,948,1,1,20,20,15,5.8,170,140
130,1257,0,0,5,5,36,6.2,185,180
151,1404,2,2,13,13,30,5.8,170,175
130,645,2,2,3,3,17,5.9,172.5,150
130,1380,1,1,5,5,35,5.1,152.5,200
130,1380,1,1,5,5,40,5.9,172.5,200
151,1375,0,0,12,12,21,5.8,170,150
151,1375,2,2,12,12,19,6,180,145
151,777,1,1,5,5,31,6.1,182.5,180
130,220,0,0,5,5,21,5.11,177.5,150
123,1182,1,1,9,9,28,5.7,167.5,150
130,825,1,1,20,20,18,5.1,152.5,160
130,840,1,1,1,1,15,5.9,172.5,165
151,1237,1,1,5,5,30,6.1,182.5,150
123,1110,2,2,5,5,24,6,180,150
123,1110,2,2,5,5,28,5.9,172.5,140
123,1150,2,2,9,9,17,5.11,177.5,150
130,1048,1,1,30,30,41,5.5,162.5,130
130,1048,1,1,30,30,52,6,180,160
137,1065,1,1,5,5,18,5.5,162.5,175
145,270,1,1,5,5,35,6.2,185,250
124,803,1,1,15,15,22,5.9,172.5,130
124,152,2,2,8,8,29,5.1,152.5,220
138,326,1,1,5,5,29,5.11,177.5,210
145,982,1,1,5,5,22,5.1,152.5,180
138,56,5,5,10,10,17,5.6,165,135
145,567,1,1,7,7,14,5.7,167.5,120
131,725,5,5,10,10,27,5.1,152.5,160
124,40,3,3,6,6,22,5.7,167.5,140
124,1247,0,0,8,8,20,5.9,172.5,175
145,5,5,5,15,15,15,5.8,170,140
145,5,2,2,15,15,15,5.4,160,135
131,949,1,1,10,10,44,6.2,185,180
131,935,5,5,2,2,24,6.1,182.5,215
138,1140,1,1,45,50,18,5.7,167.5,150
138,1140,1,1,45,50,18,6,180,190
138,1370,1,1,10,10,18,5.9,172.5,140
138,1370,1,1,10,10,18,5.8,170,150
145,935,5,5,7,7,24,6,180,180
138,1165,1,1,5,5,15,5.8,170,160
138,1165,1,1,5,5,14,5.9,172.5,140
138,1165,1,1,5,5,13,5.9,172.5,140
131,160,1,1,9,9,24,5.8,170,150
131,394,1,1,5,5,25,5.8,170,120
131,395,0,0,10,10,29,5.11,177.5,200
138,1054,2,2,5,5,47,6,180,170
145,900,1,1,3,3,58,5.3,157.5,120
145,915,1,1,3,3,22,5.5,162.5,170
131,11,1,1,5,5,20,5.8,170,160
138,1349,3,3,224,50,47,5.11,177.5,220
145,235,1,1,5,5,20,5.1,152.5,175
145,90,1,1,2,2,25,5.9,172.5,170
131,1260,1,1,11,11,16,5.4,160,120
138,315,0,0,15,15,21,5.9,172.5,180
138,315,0,0,15,15,18,5.1,152.5,170
145,1362,4,4,20,20,33,6.1,182.5,160
131,857,1,1,5,5,20,5.7,167.5,165
145,798,2,2,1,1,50,6.1,182.5,210
145,1275,2,2,10,10,16,5.7,167.5,130
138,903,2,2,8,8,23,5.8,170,150
138,903,2,2,8,8,27,6.3,187.5,200
138,903,2,2,8,8,27,5.7,167.5,190
131,705,10,10,3,3,59,5.7,167.5,165
131,90,2,2,2,2,30,5.8,170,200
124,50,1,1,1,1,30,5.9,172.5,170
138,1130,1,1,10,10,30,5.8,170,180
138,1230,1,1,28,28,25,5.1,152.5,180
145,85,2,2,1,1,20,5.5,162.5,160
124,1393,1,1,12,12,16,6,180,150
124,1393,1,1,12,12,15,5.1,152.5,150
124,1393,1,1,12,12,15,5.1,152.5,150
138,1220,1,1,40,50,17,5.11,177.5,150
138,1220,1,1,40,50,16,5.11,177.5,145
138,1220,1,1,40,50,16,6.2,185,150
138,1220,1,1,40,50,15,5.11,177.5,145
138,1220,1,1,40,50,17,5.11,177.5,125
138,1220,1,1,40,50,17,5.8,170,135
131,1097,1,1,4,4,22,5.5,162.5,165
131,1110,1,1,5,5,25,5.5,162.5,140
131,1113,3,3,10,10,21,5.7,167.5,155
145,1066,2,2,1,1,69,5.1,152.5,210
131,303,1,1,3,3,20,5.9,172.5,150
131,303,1,1,3,3,19,5.1,152.5,160
131,1143,5,5,9,9,21,5.9,172.5,150
131,710,1,1,10,10,16,5.5,162.5,145
124,421,1,1,5,5,49,5.2,155,130
145,655,0,0,10,10,31,5.8,170,160
145,1180,1,1,10,10,30,6.1,182.5,220
138,296,1,1,6,6,30,5.9,172.5,145
132,24,1,1,5,5,39,6,180,200
125,735,1,1,13,13,15,5.1,152.5,150
125,755,1,1,1,1,20,5.8,170,165
125,390,1,1,10,10,33,6.2,185,200
146,1180,2,2,40,50,40,5.5,162.5,180
125,1075,1,1,10,10,28,5.1,152.5,170
139,102,2,2,14,14,45,6.2,185,200
139,50,3,3,5,5,34,5.8,170,150
146,65,1,1,5,5,21,6.2,185,160
125,719,1,1,4,4,55,5.1,152.5,180
125,719,1,1,4,4,43,5.6,165,160
146,66,1,1,7,7,19,6.3,187.5,170
132,50,2,2,10,10,20,6.1,182.5,160
125,30,1,1,1,1,22,5.11,177.5,150
132,5,1,1,55,50,18,5.11,177.5,165
139,1143,1,1,2,2,20,5.6,165,135
132,400,1,1,14,14,21,5.3,157.5,140
139,693,1,1,28,28,41,5.11,177.5,170
146,1005,1,1,15,15,19,5.9,172.5,180
125,457,1,1,3,3,27,5.9,172.5,190
146,19,1,1,9,9,20,5.9,172.5,175
139,1237,1,1,3,3,21,6,180,200
139,969,1,1,10,10,38,6.3,187.5,270
146,131,1,1,5,5,21,5.7,167.5,180
146,131,1,1,5,5,20,5.9,172.5,170
146,1286,1,1,5,5,30,5.9,172.5,240
139,86,0,0,10,10,14,5.6,165,135
125,1295,1,1,2,2,35,6.2,185,180
139,1433,1,1,3,3,22,5.7,167.5,160
139,1433,1,1,6,6,57,6.1,182.5,170
146,85,1,1,25,25,33,5.8,170,200
146,1335,1,1,8,8,26,5.6,165,160
146,1049,1,1,1,1,29,5.8,170,150
125,1060,0,0,2,2,35,5.9,172.5,200
139,1275,1,1,3,3,19,5.9,172.5,150
139,1152,1,1,10,10,27,5.11,177.5,160
146,1360,1,1,7,7,29,5.8,170,150
132,520,2,2,5,5,41,5.8,170,150
139,1185,1,1,2,2,26,5.6,165,160
146,255,1,1,20,20,42,5.7,167.5,180
132,915,1,1,15,15,36,5.5,162.5,170
125,610,0,0,2,2,32,5.9,172.5,160
125,258,2,2,7,7,22,6,180,210
125,258,2,2,7,7,28,5.4,160,160
125,44,1,1,5,5,21,6.2,185,200
168,968,1,1,38,38,76,5.1,152.5,115
175,55,0,0,3,3,36,6.2,185,210
