STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME_DAYMIN,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_REPORTED_AGE,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT
45,765,1,1,8,8,29,5.4,160,170
45,765,1,1,8,8,48,5.6,165,180
59,768,0,0,22,22,20,5.11,177.5,140
45,703,1,1,3,3,29,5.1,152.5,150
45,915,2,2,7,7,16,6,180,170
59,410,2,2,20,20,34,5.5,162.5,200
45,244,1,1,8,8,49,5.6,165,190
38,855,1,1,15,15,21,6.1,182.5,180
46,1425,1,1,7,7,24,5.7,167.5,150
53,917,1,1,5,5,31,6.3,187.5,220
32,1405,2,2,6,6,19,5.2,155,120
46,625,1,1,5,5,40,5.7,167.5,210
32,1160,1,1,5,5,16,5.6,165,230
39,140,1,1,5,5,15,5.1,152.5,130
39,1220,1,1,5,5,13,5.3,157.5,120
39,1280,1,1,5,5,13,5.9,172.5,160
46,1120,2,2,2,2,37,6.2,185,250
46,30,1,1,1,1,16,5.8,170,150
39,914,1,1,10,10,27,5.6,165,160
39,805,1,1,5,5,20,5.6,165,240
39,913,30,11,1,1,22,5.1,152.5,150
46,110,4,4,3,3,18,5.5,162.5,160
46,110,4,4,3,3,20,5.6,165,140
46,110,4,4,3,3,20,5.7,167.5,180
32,1437,0,0,10,10,20,5,150,140
32,1437,0,0,10,10,19,5.2,155,125
46,765,1,1,9,9,31,5.5,162.5,120
53,855,1,1,20,20,22,5.5,162.5,175
53,855,1,1,20,20,19,5.8,170,120
53,855,1,1,20,20,21,5.9,172.5,200
53,855,1,1,20,20,22,5.8,170,180
32,1370,3,3,1,1,25,5.1,152.5,180
32,1370,3,3,1,1,25,5.5,162.5,150
32,1245,1,1,5,5,40,6,180,170
46,1058,1,1,4,4,17,5.8,170,140
46,585,0,0,9,9,18,5.6,165,185
46,584,1,1,6,6,16,5.4,160,110
46,584,1,1,6,6,15,5.5,162.5,150
39,1015,1,1,6,6,27,5.11,177.5,200
39,1410,1,1,0,0,29,5.11,177.5,210
53,253,0,0,5,5,45,5.6,165,200
53,1084,4,4,3,3,19,5.1,152.5,160
32,1165,1,1,20,20,21,5.1,152.5,170
39,1116,1,1,9,9,20,5.1,152.5,182
39,1203,1,1,2,2,18,6.2,185,180
46,1015,1,1,6,6,17,5.11,177.5,160
39,525,1,1,5,5,21,6,180,190
39,1125,1,1,30,30,38,6.1,182.5,200
39,1125,1,1,30,30,28,6,180,180
39,1125,1,1,30,30,24,5.4,160,150
39,1125,1,1,30,30,22,6,180,170
32,60,2,2,5,5,22,5.4,160,150
32,60,2,2,5,5,22,6.4,190,180
39,10,1,1,4,4,16,5.1,152.5,160
53,724,0,0,12,12,55,5.3,157.5,140
32,60,1,1,20,20,17,5.6,165,160
39,947,1,1,24,24,42,5.11,177.5,190
46,1118,3,3,7,7,38,6.1,182.5,170
32,1320,0,0,5,5,19,5.11,177.5,190
32,1320,3,3,5,5,20,5.6,165,150
32,1424,0,0,15,15,33,5.9,172.5,160
32,662,3,3,3,3,25,5.5,162.5,140
32,1411,1,1,6,6,56,5.1,152.5,170
39,1048,1,1,3,3,40,5.5,162.5,125
46,1248,1,1,10,10,14,5.8,170,130
53,940,1,1,15,15,17,5.8,170,140
39,1010,1,1,28,28,34,5.1,152.5,160
32,1205,5,5,7,7,15,5.11,177.5,160
32,1240,2,2,20,20,13,6.1,182.5,130
32,1240,2,2,20,20,15,5.5,162.5,120
32,1240,2,2,20,20,15,5.7,167.5,135
46,1115,1,1,20,20,33,6.1,182.5,220
46,238,1,1,16,16,19,5.9,172.5,205
40,134,2,2,10,10,27,5.7,167.5,165
40,134,2,2,10,10,27,5.11,177.5,185
54,1190,1,1,5,5,30,6,180,200
47,1094,1,1,5,5,31,5.9,172.5,195
54,1350,0,0,26,26,37,5.8,170,190
54,1437,1,1,16,16,26,5.7,167.5,200
47,727,5,5,5,5,40,6,180,250
54,933,22,11,15,15,45,6.3,187.5,195
47,244,1,1,20,20,61,6.2,185,220
47,244,1,1,20,20,38,5.5,162.5,130
33,40,1,1,2,2,29,6.8,200,210
54,1320,1,1,4,4,30,5.6,165,140
33,1245,1,1,10,10,24,5.1,152.5,180
47,570,1,1,3,3,20,5.5,162.5,150
47,1060,1,1,12,12,37,5.5,162.5,180
54,35,1,1,19,19,22,5.6,165,200
54,1236,1,1,4,4,37,5.5,162.5,150
54,1236,1,1,4,4,47,5.5,162.5,180
47,1278,0,0,5,5,23,5.11,177.5,160
47,1437,1,1,5,5,14,5.7,167.5,160
47,632,1,1,20,20,40,5.1,152.5,180
47,1185,1,1,5,5,39,5.11,177.5,180
54,165,2,2,3,3,24,5.11,177.5,180
54,165,2,2,3,3,15,5.5,162.5,145
54,165,2,2,3,3,24,5.1,152.5,200
54,165,2,2,3,3,15,5.6,165,142
54,354,5,5,10,10,37,5.1,152.5,150
40,1389,1,1,8,8,38,5.9,172.5,200
40,1376,1,1,10,10,29,6,180,230
47,169,1,1,1,1,30,6,180,200
54,80,1,1,3,3,22,6,180,175
54,1230,1,1,3,3,21,5.9,172.5,160
40,1160,1,1,10,10,15,6,180,155
40,1280,1,1,10,10,15,6.3,187.5,265
40,1160,1,1,10,10,15,6,180,220
40,1160,1,1,10,10,17,5.1,152.5,150
40,1160,1,1,10,10,15,5.7,167.5,145
40,1160,1,1,10,10,18,5.8,170,145
47,180,1,1,10,10,26,5.7,167.5,200
47,1020,2,2,10,10,25,6,180,200
47,101,1,1,3,3,40,5.8,170,250
47,630,1,1,3,3,40,5.8,170,180
33,540,1,1,5,5,55,5.11,177.5,140
33,1185,5,5,5,5,28,6.2,185,200
33,963,2,2,5,5,23,5.5,162.5,130
40,892,1,1,9,9,31,5.8,170,150
47,675,1,1,25,25,21,5.1,152.5,185
47,675,1,1,25,25,16,5.7,167.5,140
47,676,1,1,25,25,17,6,180,180
47,676,1,1,25,25,23,5.5,162.5,160
47,676,1,1,25,25,21,6,180,165
40,713,1,1,5,5,16,6.2,185,200
54,311,1,1,10,10,26,5.6,165,180
54,311,1,1,10,10,26,5.1,152.5,170
54,311,1,1,10,10,17,5.8,170,160
54,311,1,1,10,10,19,5.1,152.5,170
40,528,1,1,10,10,32,5.9,172.5,180
47,426,1,1,40,50,27,5.1,152.5,160
47,426,1,1,40,50,27,5.5,162.5,140
47,426,1,1,40,50,28,5.9,172.5,195
47,425,1,1,2,2,28,6.2,185,220
54,130,3,3,27,27,23,5.3,157.5,110
54,130,1,1,27,27,20,5.9,172.5,150
54,1282,1,1,5,5,25,6,180,185
54,1282,1,1,5,5,25,6,180,175
54,1282,1,1,5,5,25,5.7,167.5,160
54,1282,1,1,5,5,25,6.1,182.5,170
54,1282,1,1,5,5,23,5.9,172.5,150
54,1309,1,1,2,2,19,5.8,170,150
54,1309,1,1,2,2,21,5.6,165,155
54,1309,1,1,2,2,19,5.5,162.5,180
54,1309,1,1,2,2,18,5.2,155,140
40,145,1,1,8,8,26,5.11,177.5,170
48,250,5,5,5,5,29,5.11,177.5,180
48,1349,1,1,12,12,24,5.4,160,110
41,1011,1,1,20,20,16,5.1,152.5,150
48,1175,1,1,5,5,15,5,150,125
55,1000,2,2,5,5,56,5.6,165,180
34,930,0,0,4,4,35,6.2,185,220
55,216,1,1,12,12,22,5.11,177.5,160
48,1200,1,1,9,9,15,5.8,170,140
48,1205,5,5,10,10,15,5.1,152.5,140
34,1343,1,1,12,12,20,5.11,177.5,140
41,5,5,5,2,2,25,5.7,167.5,150
34,390,0,0,25,25,20,5.11,177.5,190
34,365,2,2,2,2,31,5.3,157.5,190
34,1407,1,1,11,11,54,5.7,167.5,135
34,1023,1,1,2,2,22,5.8,170,150
41,0,0,0,1,1,35,5.9,172.5,180
34,172,0,0,7,7,17,5.1,152.5,200
41,328,1,1,10,10,25,6,180,180
41,328,1,1,10,10,31,5.11,177.5,175
34,1282,1,1,10,10,17,5.5,162.5,115
34,1282,1,1,10,10,18,5.8,170,120
55,275,1,1,15,15,19,5.7,167.5,150
55,275,1,1,15,15,19,5.6,165,130
55,275,1,1,15,15,17,5.1,152.5,170
48,153,1,1,1,1,50,5.8,170,225
48,885,5,5,20,20,17,5.4,160,160
48,885,5,5,20,20,18,5.9,172.5,175
48,20,1,1,5,5,15,5.8,170,160
55,27,1,1,3,3,15,5.5,162.5,140
48,975,0,0,1,1,20,5.1,152.5,165
48,975,0,0,1,1,20,6,180,185
41,987,1,1,12,12,25,5.5,162.5,165
55,1090,1,1,5,5,30,5.1,152.5,160
34,1316,1,1,5,5,25,5.9,172.5,250
34,298,1,1,5,5,22,5.6,165,155
55,275,1,1,5,5,35,5.9,172.5,150
48,90,1,1,1,1,18,6.1,182.5,180
41,236,30,11,10,10,20,5.11,177.5,230
41,188,1,1,9,9,20,5.6,165,160
34,808,1,1,20,20,48,6,180,250
34,808,1,1,20,20,53,6.3,187.5,180
41,625,3,3,10,10,26,5.9,172.5,200
48,793,1,1,5,5,43,5.8,170,170
48,1050,0,0,13,13,72,5.11,177.5,210
77,857,0,0,15,15,48,5.7,167.5,150
84,1275,0,0,120,50,26,5.11,177.5,220
84,333,1,1,20,20,27,5.1,152.5,160
77,1222,1,1,5,5,39,5.7,167.5,150
84,1388,1,1,3,3,18,5.1,152.5,185
63,1330,2,2,15,15,25,5.1,152.5,180
77,991,0,0,3,3,15,5.7,167.5,130
84,1117,1,1,2,2,15,5.5,162.5,120
70,15,1,1,10,10,26,6.3,187.5,300
63,1324,1,1,2,2,28,6,180,170
63,1289,5,5,65,50,30,5.4,160,130
77,618,2,2,10,10,33,6.2,185,220
63,1270,1,1,3,3,15,5.9,172.5,170
63,1270,1,1,3,3,19,6,180,170
84,707,1,1,9,9,29,6,180,150
63,988,1,1,15,15,19,5.8,170,160
70,910,1,1,7,7,29,5.9,172.5,150
77,0,1,1,10,10,38,6.2,185,170
77,1100,1,1,4,4,31,6.4,190,210
77,1076,2,2,1,1,29,5.9,172.5,180
77,70,1,1,25,25,30,6.2,185,210
84,0,1,1,5,5,27,6.2,185,190
84,1145,1,1,10,10,17,6,180,160
63,919,1,1,4,4,17,5.7,167.5,140
84,959,1,1,26,26,35,6,180,300
84,1212,10,10,4,4,33,5.11,177.5,180
84,1070,1,1,10,10,16,5.8,170,150
70,930,1,1,2,2,42,5.11,177.5,180
84,994,1,1,13,13,20,5.8,170,150
84,1375,2,2,8,8,18,5.1,152.5,150
84,1375,2,2,8,8,16,5.5,162.5,125
84,1375,2,2,8,8,19,5.8,170,150
70,980,1,1,5,5,18,5.7,167.5,150
77,1100,1,1,5,5,24,6.1,182.5,180
77,940,1,1,5,5,32,6,180,275
77,940,1,1,5,5,30,5.7,167.5,250
63,255,1,1,30,30,49,5.1,152.5,200
63,1070,1,1,15,15,54,5.8,170,190
63,1070,1,1,5,5,37,5.8,170,155
70,62,1,1,17,17,29,5.7,167.5,185
70,1047,1,1,50,50,45,5.6,165,215
77,218,2,2,33,33,39,5.7,167.5,160
77,250,1,1,18,18,28,6.4,190,160
77,910,2,2,5,5,19,5.9,172.5,160
63,509,1,1,20,20,25,5.8,170,160
85,1035,0,0,15,15,17,5.4,160,140
78,1400,2,2,10,10,27,5.1,152.5,210
85,1040,1,1,5,5,17,5.9,172.5,170
85,1040,1,1,5,5,20,5.8,170,150
78,1395,1,1,15,15,19,6,180,175
71,1405,5,5,5,5,65,5.8,170,170
71,921,0,0,10,10,33,5.7,167.5,150
71,1250,1,1,3,3,25,5.7,167.5,130
78,1273,1,1,4,4,34,6,180,185
78,1273,1,1,4,4,25,5.1,152.5,170
78,1365,1,1,6,6,25,5.5,162.5,150
78,309,2,2,10,10,61,6,180,150
64,785,2,2,5,5,25,5.11,177.5,170
64,612,0,0,4,4,35,6,180,190
85,740,2,2,1,1,20,5.6,165,150
78,1339,1,1,5,5,66,5.11,177.5,160
71,1410,2,2,5,5,18,5.7,167.5,200
71,1410,2,2,5,5,19,5.8,170,150
85,1380,1,1,13,13,18,5.7,167.5,130
78,175,1,1,15,15,24,6.1,182.5,170
71,20,5,5,30,30,24,5.9,172.5,200
78,854,1,1,5,5,38,6.1,182.5,230
78,854,1,1,5,5,26,5.6,165,180
78,929,1,1,10,10,15,5.6,165,140
85,1026,2,2,3,3,38,5.6,165,145
64,178,5,5,10,10,27,5.1,152.5,185
71,777,1,1,13,13,40,5.7,167.5,180
71,980,1,1,5,5,23,5.1,152.5,175
85,1154,1,1,2,2,17,5.8,170,165
78,1267,1,1,24,24,26,5.7,167.5,160
78,1230,2,2,10,10,53,6,180,160
85,326,0,0,28,28,18,5.8,170,191
78,1166,1,1,10,10,44,5.8,170,160
85,191,1,1,11,11,23,6,180,200
85,191,1,1,11,11,25,6,180,150
71,1280,2,2,10,10,31,5.7,167.5,175
85,60,1,1,5,5,32,5.11,177.5,180
71,515,2,2,30,30,24,5.1,152.5,135
85,1423,0,0,5,5,18,5.6,165,150
78,1369,1,1,3,3,25,5.9,172.5,160
85,1295,1,1,8,8,24,5.11,177.5,165
85,40,2,2,10,10,52,5.6,165,150
85,1350,1,1,10,10,18,5.11,177.5,195
78,1030,2,2,3,3,43,5.7,167.5,150
71,1350,1,1,10,10,27,5.7,167.5,160
78,1160,2,2,1,1,13,5.6,165,150
85,1430,1,1,1,1,23,6.2,185,170
71,760,1,1,5,5,17,6.2,185,180
78,1040,1,1,2,2,27,5.6,165,140
78,1028,1,1,5,5,24,5.9,172.5,180
85,1359,1,1,5,5,26,5.9,172.5,180
85,1359,1,1,5,5,26,5.9,172.5,165
85,1035,0,0,6,6,16,5.6,165,130
85,1035,0,0,6,6,15,5.1,152.5,130
64,59,1,1,5,5,30,5.6,165,140
85,616,4,4,2,2,25,6.4,190,200
85,60,1,1,2,2,18,5.11,177.5,195
85,1380,1,1,8,8,37,5.7,167.5,180
85,676,4,4,15,15,22,5.9,172.5,170
85,676,5,5,15,15,21,6.1,182.5,160
85,1415,0,0,5,5,39,6.1,182.5,180
65,55,5,5,5,5,46,5.9,172.5,150
79,1150,10,10,35,35,16,5.9,172.5,150
79,1152,1,1,1,1,17,5.8,170,150
86,100,2,2,0,0,43,5.8,170,200
65,131,0,0,7,7,35,5.1,152.5,130
65,1048,1,1,32,32,58,5.3,157.5,140
86,878,0,0,9,9,31,5.9,172.5,175
65,1436,10,10,8,8,18,5.5,162.5,160
72,698,1,1,11,11,39,6.4,190,280
79,1144,1,1,2,2,27,6.5,192.5,200
72,193,1,1,6,6,30,7,210,285
65,987,2,2,3,3,25,5.1,152.5,190
65,1070,2,2,4,4,16,5.1,152.5,180
72,640,1,1,10,10,25,5.6,165,200
86,840,1,1,15,15,15,5.6,165,140
86,845,1,1,15,15,16,5.8,170,180
65,228,1,1,20,20,22,6,180,160
72,950,1,1,9,9,32,5.7,167.5,170
65,697,0,0,2,2,26,5.8,170,130
86,566,1,1,11,11,29,5.1,152.5,160
72,1060,1,1,24,24,28,6,180,150
86,555,1,1,5,5,30,6,180,180
79,1222,1,1,2,2,24,5.6,165,140
79,1222,1,1,2,2,30,5.1,152.5,185
72,1126,1,1,3,3,29,6.2,185,190
86,777,1,1,7,7,57,6.2,185,250
79,45,5,5,45,50,29,5.6,165,160
72,80,1,1,2,2,25,5.11,177.5,170
79,875,2,2,14,14,14,5,150,100
79,0,2,2,10,10,31,5.9,172.5,190
65,1080,1,1,3,3,18,6.1,182.5,190
65,740,1,1,15,15,33,5.11,177.5,200
72,990,0,0,8,8,17,5.8,170,140
86,85,2,2,3,3,22,5.4,160,150
86,1217,1,1,6,6,33,5.7,167.5,160
86,844,1,1,5,5,19,6,180,280
86,844,1,1,5,5,18,6.3,187.5,150
86,844,1,1,5,5,18,6,180,180
72,1355,5,5,7,7,28,5.7,167.5,150
79,1210,1,1,7,7,60,6,180,170
79,1335,2,2,9,9,45,5.1,152.5,180
72,930,1,1,10,10,14,6.2,185,165
72,937,1,1,10,10,16,6.2,185,180
79,797,1,1,1,1,17,5.11,177.5,120
86,1165,0,0,5,5,57,5.8,170,160
65,23,30,11,1,1,13,5.7,167.5,140
65,1437,1,1,7,7,24,6.2,185,180
65,1437,1,1,8,8,25,6.3,187.5,190
65,1437,1,1,8,8,20,5.8,170,160
86,94,1,1,3,3,30,5.1,152.5,160
86,1041,1,1,9,9,34,5.9,172.5,190
79,35,1,1,1,1,38,5.1,152.5,165
79,35,1,1,1,1,38,5.11,177.5,220
86,940,5,5,8,8,18,6.2,185,155
86,1104,2,2,4,4,18,5.8,170,160
86,1383,2,2,10,10,22,5.9,172.5,170
86,1347,1,1,3,3,14,5.11,177.5,170
86,1347,1,1,3,3,14,5.1,152.5,150
86,1347,1,1,3,3,14,5.1,152.5,155
86,1050,1,1,14,14,24,5.7,167.5,165
86,1070,1,1,15,15,19,5.5,162.5,160
86,1070,1,1,15,15,24,5.5,162.5,190
72,958,1,1,5,5,33,5.9,172.5,180
86,745,0,0,30,30,30,5.1,152.5,190
86,1310,1,1,15,15,23,5.2,155,130
79,870,60,11,15,15,25,5.9,172.5,160
79,870,60,11,15,15,24,5.9,172.5,160
65,545,3,3,5,5,23,5.8,170,150
79,125,3,3,8,8,22,5.6,165,150
79,380,1,1,5,5,22,5.6,165,180
79,1369,1,1,10,10,27,6,180,180
86,1015,1,1,30,30,29,6.3,187.5,240
79,1173,1,1,25,25,14,5.6,165,120
65,760,2,2,10,10,30,5.1,152.5,150
79,1000,1,1,1,1,16,6.1,182.5,160
65,1078,2,2,30,30,26,6,180,190
65,1196,1,1,10,10,43,5.4,160,230
66,1364,1,1,8,8,18,6.3,187.5,140
66,846,1,1,10,10,40,6.1,182.5,240
87,3,5,5,13,13,27,5.8,170,180
80,111,5,5,5,5,45,6,180,180
73,761,1,1,10,10,60,5.7,167.5,150
80,973,1,1,7,7,15,6,180,165
80,956,1,1,5,5,41,6.1,182.5,220
87,1405,2,2,5,5,61,6,180,200
73,90,1,1,5,5,20,5.9,172.5,165
80,92,20,11,13,13,31,5.8,170,200
66,275,1,1,40,50,30,5.8,170,150
73,613,1,1,3,3,18,5.4,160,153
73,613,1,1,3,3,19,5.8,170,130
80,1150,1,1,10,10,31,5.5,162.5,150
80,8,1,1,3,3,19,5.9,172.5,150
87,885,1,1,10,10,21,5.6,165,165
87,762,1,1,20,20,24,5.6,165,110
80,175,1,1,10,10,20,6,180,160
80,175,1,1,10,10,18,6,180,170
80,155,1,1,9,9,34,5.6,165,170
87,670,2,2,5,5,33,5.5,162.5,140
66,1380,1,1,18,18,27,5.8,170,200
66,1380,1,1,18,18,20,5.7,167.5,180
66,1380,1,1,18,18,25,5.7,167.5,150
80,750,1,1,10,10,18,6,180,185
73,920,1,1,4,4,18,5.9,172.5,150
73,1345,2,2,1,1,20,5.1,152.5,220
66,35,0,0,1,1,27,6,180,200
66,834,1,1,5,5,40,5.8,170,250
80,525,1,1,1,1,14,5,150,130
80,525,1,1,1,1,16,5.6,165,140
87,980,1,1,2,2,70,5.9,172.5,160
87,1364,1,1,3,3,26,6.1,182.5,150
80,133,1,1,3,3,37,5.5,162.5,180
87,997,2,2,3,3,31,5.8,170,160
66,10,2,2,5,5,20,5.3,157.5,120
87,261,1,1,19,19,35,6,180,180
73,605,1,1,3,3,32,5.1,152.5,180
80,74,1,1,7,7,25,5.7,167.5,165
87,135,1,1,10,10,30,5.1,152.5,180
87,150,2,2,5,5,30,6,180,190
73,291,1,1,1,1,30,5.2,155,120
80,647,0,0,1,1,16,5.6,165,135
80,647,0,0,1,1,16,5.4,160,130
80,647,0,0,1,1,22,5.11,177.5,185
73,40,1,1,1,1,22,5.8,170,180
80,840,1,1,3,3,45,5.8,170,200
66,1405,1,1,1,1,23,5.9,172.5,150
66,1405,1,1,1,1,22,5.1,152.5,170
66,1210,1,1,17,17,15,5.2,155,120
66,1210,1,1,17,17,15,5.2,155,110
87,834,2,2,15,15,17,5.8,170,180
87,1312,1,1,12,12,45,5.1,152.5,180
87,836,1,1,5,5,45,5.5,162.5,140
87,841,1,1,5,5,33,5.7,167.5,200
80,1285,3,3,5,5,19,5.6,165,160
73,1088,1,1,2,2,41,5.7,167.5,160
73,1088,1,1,2,2,32,5.6,165,120
87,745,1,1,7,7,38,5.5,162.5,140
73,140,2,2,8,8,19,5.1,152.5,140
73,116,2,2,11,11,19,5.7,167.5,125
60,100,1,1,6,6,30,4.1,122.5,120
88,1030,1,1,10,10,17,5.9,172.5,150
88,1030,1,1,10,10,17,5.9,172.5,150
74,35,2,2,15,15,17,6.2,185,180
74,880,3,3,15,15,24,5.11,177.5,175
81,1065,15,11,15,15,29,5.1,152.5,230
60,1404,1,1,8,8,36,5.11,177.5,200
74,1200,1,1,11,11,23,5.1,152.5,180
74,1200,1,1,11,11,23,5.8,170,160
74,1200,1,1,11,11,20,5.9,172.5,150
88,73,5,5,20,20,35,5.7,167.5,150
60,950,10,10,20,20,23,5.1,152.5,165
60,950,10,10,20,20,21,5.1,152.5,170
88,1403,1,1,20,20,14,5.5,162.5,130
88,1399,1,1,15,15,14,5.3,157.5,110
88,1402,1,1,4,4,19,6.1,182.5,150
60,1405,2,2,5,5,20,6,180,165
60,1043,2,2,3,3,24,5.8,170,150
88,975,5,5,15,15,19,5.1,152.5,160
88,975,5,5,15,15,20,5.8,170,180
88,975,5,5,15,15,21,5.8,170,180
67,901,1,1,10,10,47,5.1,152.5,165
74,90,1,1,5,5,22,6.6,195,200
81,192,1,1,5,5,35,5.6,165,160
60,1130,0,0,1,1,20,5.8,170,160
74,913,1,1,9,9,21,5.8,170,160
60,835,1,1,8,8,26,6.1,182.5,140
67,1349,1,1,2,2,25,6,180,180
88,1407,0,0,6,6,23,5.6,165,150
81,1346,1,1,23,23,18,5.9,172.5,130
81,1346,1,1,23,23,18,5.8,170,130
81,1346,1,1,23,23,16,5.1,152.5,130
60,1301,1,1,7,7,27,5.1,152.5,215
88,480,1,1,15,15,24,5.9,172.5,180
60,1060,1,1,3,3,26,5.9,172.5,175
60,1060,1,1,3,3,20,5.1,152.5,165
74,66,1,1,20,20,18,5.6,165,150
81,1320,1,1,2,2,22,5.8,170,160
60,940,1,1,9,9,20,6.2,185,200
60,938,1,1,5,5,19,5.9,172.5,140
81,667,1,1,20,20,23,6,180,165
81,1061,1,1,6,6,26,5.8,170,200
81,1359,1,1,35,35,21,6,180,140
67,1091,0,0,15,15,15,5.8,170,220
67,1091,0,0,15,15,16,5.1,152.5,160
67,1091,0,0,15,15,15,6.3,187.5,190
88,785,1,1,12,12,31,5.6,165,175
60,50,1,1,1,1,30,5.7,167.5,170
88,60,1,1,5,5,16,5.6,165,135
88,60,1,1,5,5,18,5.11,177.5,195
74,905,1,1,5,5,20,5.7,167.5,160
81,556,1,1,18,18,28,5.1,152.5,160
81,1115,2,2,5,5,17,5.1,152.5,250
81,1122,1,1,2,2,12,6,180,150
88,870,0,0,20,20,26,5.5,162.5,115
88,102,1,1,5,5,26,6.1,182.5,175
88,105,1,1,15,15,25,5.1,152.5,180
81,947,1,1,22,22,18,5.9,172.5,150
60,300,1,1,10,10,51,6.1,182.5,240
60,1075,1,1,2,2,35,5.8,170,150
60,108,2,2,4,4,38,5.7,167.5,240
74,192,1,1,3,3,28,6.2,185,210
74,1310,0,0,10,10,17,5.1,152.5,140
81,504,2,2,2,2,17,5.8,170,150
81,1416,1,1,6,6,25,6,180,170
81,1416,1,1,6,6,25,5.11,177.5,180
88,1225,2,2,5,5,39,5.6,165,200
60,1360,5,5,10,10,35,5.1,152.5,210
74,906,0,0,15,15,15,4.1,122.5,100
74,1131,1,1,7,7,51,6.2,185,180
74,1127,1,1,7,7,50,6.2,185,200
67,20,1,1,5,5,18,5.6,165,150
74,15,1,1,3,3,21,5.6,165,150
74,15,1,1,3,3,22,6.2,185,170
60,995,30,11,17,17,19,5.1,152.5,175
60,995,30,11,17,17,19,5.1,152.5,180
81,1102,1,1,3,3,13,5,150,100
88,128,2,2,15,15,37,6.3,187.5,215
67,1400,1,1,1,1,18,5.1,152.5,160
81,410,0,0,18,18,59,5.6,165,200
67,762,1,1,3,3,18,5.11,177.5,150
60,1370,1,1,1,1,28,5.9,172.5,170
67,895,1,1,12,12,53,5.9,172.5,250
60,1075,1,1,5,5,37,5.6,165,140
81,255,0,0,20,20,24,5.9,172.5,140
81,255,0,0,20,20,23,5.6,165,140
81,255,0,0,20,20,20,5.11,177.5,200
81,815,1,1,15,15,32,5.8,170,200
88,930,1,1,10,10,23,6,180,150
74,975,0,0,10,10,21,5.5,162.5,150
68,768,1,1,3,3,40,5.1,152.5,175
82,1135,0,0,25,25,15,5.6,165,160
75,125,2,2,5,5,24,5.3,157.5,130
75,1032,5,5,2,2,29,5.8,170,165
82,264,1,1,16,16,31,6.3,187.5,200
61,80,1,1,10,10,26,5.7,167.5,180
68,31,1,1,20,20,41,5.7,167.5,180
82,1003,1,1,7,7,15,5.9,172.5,160
82,1000,0,0,8,8,13,5.8,170,195
82,1003,1,1,7,7,13,5.8,170,110
82,1003,1,1,7,7,14,5.1,152.5,135
82,1003,1,1,7,7,13,5.7,167.5,110
82,47,1,1,11,11,46,5.6,165,170
89,362,1,1,3,3,17,5.6,165,130
82,1412,1,1,13,13,31,5.6,165,130
68,1255,1,1,12,12,42,6.1,182.5,180
82,966,5,5,4,4,15,5.5,162.5,120
82,966,4,4,5,5,15,5.5,162.5,120
82,965,1,1,5,5,15,5.5,162.5,140
61,1195,1,1,1,1,42,5.11,177.5,180
89,362,1,1,3,3,16,5.6,165,130
89,1105,1,1,10,10,39,6,180,220
68,867,1,1,3,3,28,6,180,180
82,118,0,0,10,10,22,6,180,165
89,1058,0,0,1,1,16,5.11,177.5,150
82,503,1,1,5,5,46,5.1,152.5,200
75,100,1,1,2,2,37,6,180,170
75,74,5,5,2,2,17,5.1,152.5,140
75,74,5,5,2,2,15,5.2,155,130
68,80,1,1,4,4,48,5.11,177.5,230
68,600,2,2,10,10,25,5.9,172.5,160
89,129,1,1,1,1,20,6.2,185,200
89,175,1,1,29,29,21,6,180,155
68,1370,1,1,10,10,18,6,180,245
68,1370,1,1,10,10,16,5.1,152.5,150
68,1430,1,1,10,10,18,6.3,187.5,240
68,540,0,0,15,15,34,5.1,152.5,250
82,52,0,0,14,14,17,6.2,185,175
82,52,0,0,14,14,17,5.5,162.5,190
82,52,0,0,14,14,16,5.1,152.5,170
82,52,0,0,14,14,15,5.5,162.5,130
89,85,1,1,2,2,25,5.11,177.5,180
82,1355,1,1,5,5,15,6,180,150
68,200,1,1,40,50,26,5.9,172.5,160
75,1155,1,1,7,7,20,5.1,152.5,165
89,745,10,10,10,10,44,6.3,187.5,170
75,53,1,1,16,16,28,5.5,162.5,135
75,1350,1,1,1,1,20,5.11,177.5,200
75,40,1,1,3,3,22,5.1,152.5,160
75,40,1,1,3,3,21,5.1,152.5,190
61,985,1,1,12,12,17,5.1,152.5,175
68,70,1,1,5,5,39,6,180,180
75,101,1,1,22,22,28,5.7,167.5,160
82,1360,1,1,3,3,21,5.9,172.5,180
82,86,2,2,10,10,27,6.4,190,180
82,150,2,2,5,5,22,6.1,182.5,180
61,1350,1,1,5,5,30,6,180,260
61,1350,1,1,8,8,24,5.1,152.5,250
61,1350,1,1,8,8,25,5.9,172.5,180
61,1350,1,1,8,8,46,5.8,170,220
61,1350,1,1,8,8,27,6,180,210
61,1063,1,1,1,1,33,5.7,167.5,180
61,1065,1,1,1,1,30,6.2,185,200
89,52,2,2,5,5,30,5.1,152.5,210
89,52,1,1,5,5,30,5.1,152.5,165
68,310,1,1,25,25,30,5.11,177.5,200
82,55,2,2,2,2,29,5.9,172.5,180
82,59,2,2,2,2,28,5.8,170,160
