Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
2.0915971792096593,-0.4887117932462533,-0.39503449479201636,-0.27604120231166973,-0.23707246507505614,-0.48721416531468,-1.3302747836644995,-1.1787635173486364,0.6470265233542236,-0.295499257791423,0.4774180216553473
-0.3625205485579171,-0.5162755010657081,-0.4404911743178969,-0.27604120231166973,-0.259667784043835,-0.5220252103814746,-1.5584248142613897,-0.13103207733503452,-2.063067774549776,-0.375961635311062,0.4774180216553473
-0.8533440941114323,-0.40602066978788914,-0.3041211357402553,-0.27604120231166973,-0.21447714610627727,-0.4106298661677318,-0.493724671475902,-0.35554595733794925,-2.2179303058585766,-0.23291740860948149,-1.3011981374528097
-1.3441676396649476,-0.47492993933652594,-0.39503449479201636,-0.27604120231166973,-0.23707246507505614,-0.48025195630132106,-0.8739747224707191,-1.3284394373505797,-3.224536759365776,-0.3580811069733645,-1.3011981374528097
1.1099500881026287,-0.5576210627948901,-0.4859478538437774,-0.27604120231166973,-0.28226310301261387,-0.5637984644616282,-1.4063247938634629,-0.28070799733697765,-1.2887551180057764,-0.3580811069733645,0.4774180216553473
1.600773633656144,-0.5162755010657081,-0.4404911743178969,-0.27604120231166973,-0.259667784043835,-0.5150630013681158,-1.4823748040624263,-1.0290875973466933,0.25987019508222364,-0.3312603144668181,0.4774180216553473
-1.3441676396649476,-0.47492993933652594,-0.39503449479201636,-0.27604120231166973,-0.23707246507505614,-0.48025195630132106,-1.9386748652562067,-0.8045737173437786,-1.521048914968976,-0.3580811069733645,0.4774180216553473
-0.8533440941114323,-0.5162755010657081,-0.4404911743178969,-0.19302129184199462,-0.259667784043835,-0.5081007923547568,-0.9500247326696825,0.2431577226698233,-0.35957993015297623,-0.3580811069733645,0.4774180216553473
-1.3441676396649476,-0.4198025236976165,-0.3041211357402553,-0.27604120231166973,-0.21447714610627727,-0.41759207518109076,0.03862539991684185,-0.5052218773398923,-1.4436176493145765,-0.30443952196027174,0.4774180216553473
-0.3625205485579171,-0.14416544550306912,0.036803960703848816,-0.27604120231166973,-0.10150055126238298,-0.1321415056333747,-0.8739747224707191,-0.05619411733406297,-0.35957993015297623,-0.295499257791423,0.4774180216553473
1.1099500881026287,-0.5576210627948901,-0.4859478538437774,-0.27604120231166973,-0.28226310301261387,-0.5637984644616282,-0.9500247326696825,-1.253601477349608,-0.5144424614617763,-0.3491408428045157,-0.41189005789873123
