Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
2002,0.3,0.23,0.0,0.08,0.61,72,20,8.5,8,3
2003,0.3,0.23,0.0,0.08,0.61,81,29,8.1,12,3
2003,0.5,0.02,0.0,0.08,0.61,75,34,7.7,35,3
2005,0.5,0.02,0.0,0.08,0.6,45,28,6.0,137,2
2003,0.3,0.23,0.0,0.08,0.6,51,24,7.8,29,4
2007,0.5,0.02,0.0,0.08,0.6,72,7,6.0,9,1
2009,0.13,0.18,0.0,0.29,0.6,61,9,6.7,14,2
2001,0.29,0.23,0.0,0.08,0.6,63,10,8.6,8,1
2006,0.5,0.02,0.0,0.08,0.6,52,29,7.5,39,4
2001,0.29,0.23,0.0,0.08,0.6,87,24,8.6,94,4
2004,0.29,0.23,0.0,0.08,0.59,62,8,8.1,8,1
2002,0.21,0.17,0.16,0.06,0.59,73,19,5.6,18,1
2010,0.13,0.22,0.01,0.23,0.59,77,8,6.8,82,4
2004,0.29,0.22,0.0,0.08,0.59,81,26,9.0,20,1
2003,0.22,0.17,0.14,0.06,0.58,58,30,5.1,38,1
2005,0.06,0.04,0.47,0.01,0.58,58,23,8.0,35,2
2004,0.49,0.02,0.0,0.08,0.58,73,35,8.2,60,3
2003,0.28,0.22,0.0,0.07,0.58,38,21,6.3,23,3
2000,0.28,0.22,0.0,0.07,0.58,77,23,6.8,13,4
2002,0.28,0.22,0.0,0.07,0.58,78,33,6.6,25,3
2006,0.28,0.22,0.0,0.07,0.58,52,22,6.9,17,3
2005,0.48,0.02,0.0,0.08,0.58,78,27,8.5,29,2
2005,0.0,0.0,0.57,0.0,0.57,78,22,8.4,109,3
2004,0.47,0.02,0.0,0.08,0.57,73,27,7.9,27,3
2005,0.11,0.08,0.35,0.03,0.57,57,22,9.1,26,3
2006,0.47,0.02,0.0,0.08,0.57,77,28,8.1,33,1
2004,0.19,0.15,0.17,0.05,0.57,58,35,7.7,70,4
2003,0.28,0.22,0.0,0.07,0.57,73,37,8.6,35,4
2007,0.23,0.18,0.09,0.06,0.56,83,49,8.6,59,3
2006,0.28,0.22,0.0,0.07,0.56,66,18,8.6,14,2
2001,0.28,0.22,0.0,0.07,0.56,78,18,7.6,8,1
2007,0.28,0.22,0.0,0.07,0.56,63,9,8.6,7,1
2004,0.28,0.21,0.0,0.07,0.56,55,4,8.4,16,3
2001,0.27,0.21,0.0,0.07,0.56,77,16,7.6,8,1
2007,0.27,0.21,0.0,0.07,0.56,67,22,7.8,53,4
2003,0.15,0.12,0.26,0.04,0.56,56,35,8.1,38,3
2005,0.27,0.21,0.0,0.07,0.56,64,41,7.3,70,3
2003,0.27,0.21,0.0,0.07,0.56,56,6,6.5,8,1
2003,0.27,0.21,0.0,0.07,0.56,91,20,8.5,25,1
2001,0.27,0.21,0.0,0.07,0.56,59,14,6.8,17,4
2001,0.27,0.21,0.0,0.07,0.56,76,17,8.3,9,1
2001,0.27,0.21,0.0,0.07,0.55,80,22,8.5,35,4
2005,0.34,0.01,0.15,0.06,0.55,94,53,9.3,439,4
2001,0.21,0.16,0.12,0.05,0.55,67,19,7.8,19,4
2001,0.27,0.21,0.0,0.07,0.55,68,19,6.7,12,3
2005,0.45,0.02,0.0,0.07,0.55,76,46,7.7,63,3
2003,0.27,0.21,0.0,0.07,0.55,41,14,4.8,12,1
2008,0.36,0.0,0.0,0.19,0.54,47,8,5.6,15,3
2005,0.27,0.21,0.0,0.07,0.54,66,21,7.0,49,2
2003,0.14,0.11,0.25,0.04,0.54,75,39,8.6,22,3
2003,0.26,0.21,0.0,0.07,0.54,89,18,8.4,38,1
2006,0.45,0.02,0.0,0.07,0.54,58,29,8.6,10,2
2003,0.26,0.2,0.0,0.07,0.54,59,17,8.6,14,1
2003,0.26,0.2,0.0,0.07,0.54,80,41,8.9,68,3
2005,0.26,0.2,0.0,0.07,0.54,83,41,8.7,38,3
2001,0.26,0.2,0.0,0.07,0.53,81,21,7.9,20,3
2005,0.45,0.02,0.0,0.07,0.53,78,19,9.1,13,1
2003,0.26,0.2,0.0,0.07,0.53,75,34,9.3,49,4
2004,0.44,0.02,0.0,0.07,0.53,78,19,8.3,13,1
2004,0.26,0.2,0.0,0.07,0.53,58,24,8.1,21,4
2003,0.26,0.2,0.0,0.07,0.53,78,23,8.3,8,1
2004,0.26,0.2,0.0,0.07,0.53,71,24,8.2,22,1
2005,0.26,0.2,0.0,0.07,0.53,63,26,6.3,27,1
2001,0.26,0.2,0.0,0.07,0.53,69,24,7.8,22,3
2005,0.26,0.2,0.0,0.07,0.53,68,36,7.7,24,3
2005,0.44,0.02,0.0,0.07,0.53,84,52,8.5,72,4
2003,0.26,0.2,0.0,0.07,0.53,66,21,8.0,23,4
2007,0.13,0.0,0.0,0.39,0.52,46,10,5.2,6,2
2002,0.18,0.14,0.16,0.05,0.52,87,17,9.0,126,4
2005,0.26,0.2,0.0,0.07,0.52,86,61,8.9,51,1
2006,0.25,0.19,0.02,0.06,0.52,82,43,7.1,96,3
2003,0.25,0.2,0.0,0.07,0.52,81,26,8.4,57,3
2005,0.25,0.2,0.0,0.07,0.52,68,44,8.2,56,4
2005,0.25,0.2,0.0,0.07,0.52,80,41,7.9,26,1
2002,0.13,0.1,0.25,0.03,0.51,74,22,8.2,19,4
2001,0.25,0.2,0.0,0.07,0.51,47,14,6.3,7,1
2002,0.25,0.2,0.0,0.07,0.51,53,17,8.4,8,1
2000,0.25,0.2,0.0,0.07,0.51,74,16,7.8,12,3
2006,0.15,0.12,0.2,0.04,0.51,75,45,8.4,55,3
2006,0.42,0.02,0.0,0.07,0.51,76,11,4.6,51,2
2007,0.25,0.19,0.0,0.06,0.51,71,4,4.8,4,1
2004,0.25,0.19,0.0,0.06,0.51,76,54,7.8,191,4
2005,0.22,0.17,0.05,0.06,0.51,78,30,8.4,5,3
2006,0.42,0.02,0.0,0.07,0.5,55,41,7.2,25,1
2003,0.25,0.19,0.0,0.06,0.5,51,9,7.5,6,1
2001,0.25,0.19,0.0,0.06,0.5,44,13,7.0,11,3
2006,0.25,0.19,0.0,0.06,0.5,83,36,8.4,104,4
2008,0.25,0.19,0.0,0.06,0.5,73,7,6.5,36,2
2002,0.25,0.19,0.0,0.06,0.5,75,13,7.7,6,1
2002,0.24,0.19,0.0,0.06,0.5,81,22,8.3,8,3
2004,0.24,0.19,0.0,0.06,0.5,65,8,7.3,8,1
2004,0.11,0.08,0.28,0.03,0.5,68,37,8.9,46,3
2003,0.24,0.19,0.0,0.06,0.5,80,25,8.7,16,1
2005,0.24,0.19,0.0,0.06,0.5,67,21,9.0,26,2
2005,0.41,0.01,0.0,0.07,0.5,64,42,7.8,19,3
2002,0.24,0.19,0.0,0.06,0.5,50,19,7.3,6,3
2005,0.41,0.01,0.0,0.07,0.49,69,42,7.9,42,3
2005,0.12,0.1,0.24,0.03,0.49,77,38,8.3,53,3
2003,0.24,0.19,0.0,0.06,0.49,57,30,6.4,8,3
2005,0.07,0.05,0.35,0.02,0.49,72,37,7.7,38,3
2007,0.4,0.02,0.0,0.07,0.48,56,18,6.1,9,2
2003,0.24,0.18,0.0,0.06,0.48,81,26,8.2,19,3
2000,0.23,0.18,0.0,0.06,0.48,82,11,7.9,17,1
2002,0.23,0.18,0.0,0.06,0.48,80,10,9.1,10,1
2000,0.14,0.11,0.19,0.04,0.47,72,18,6.3,9,1
2002,0.23,0.18,0.0,0.06,0.47,61,19,8.7,13,3
2001,0.23,0.18,0.0,0.06,0.47,90,59,8.8,328,3
2000,0.05,0.04,0.38,0.01,0.47,75,15,8.0,10,3
2006,0.04,0.03,0.39,0.01,0.47,84,45,9.0,59,3
2002,0.23,0.18,0.0,0.06,0.47,54,7,7.1,16,1
2005,0.23,0.18,0.0,0.06,0.47,58,31,8.0,10,3
2006,0.23,0.18,0.0,0.06,0.47,69,19,8.5,8,1
2003,0.23,0.18,0.0,0.06,0.47,79,40,8.9,32,3
2005,0.39,0.01,0.0,0.06,0.47,46,15,8.2,20,2
2004,0.23,0.18,0.0,0.06,0.47,62,19,8.7,21,3
2002,0.23,0.18,0.0,0.06,0.46,76,22,9.1,7,3
2002,0.2,0.15,0.06,0.05,0.46,83,30,8.4,14,3
2001,0.13,0.1,0.2,0.03,0.46,71,15,8.3,22,3
2005,0.38,0.01,0.0,0.06,0.46,71,20,7.9,23,4
2005,0.38,0.01,0.0,0.06,0.46,49,13,5.4,29,3
2005,0.38,0.01,0.0,0.06,0.46,82,30,7.6,30,4
2002,0.22,0.18,0.0,0.06,0.46,80,37,7.9,29,4
2009,0.22,0.17,0.0,0.06,0.46,72,8,4.6,32,2
2005,0.22,0.17,0.0,0.06,0.46,58,25,8.8,51,3
2002,0.14,0.11,0.17,0.04,0.46,70,23,8.7,19,3
2002,0.22,0.17,0.0,0.06,0.45,46,5,6.8,5,1
2006,0.38,0.01,0.0,0.06,0.45,66,22,6.9,15,1
2005,0.22,0.17,0.0,0.06,0.45,75,37,8.4,52,4
2004,0.22,0.17,0.0,0.06,0.45,75,21,8.3,23,1
2006,0.22,0.03,0.0,0.2,0.45,86,52,8.4,116,4
2004,0.04,0.03,0.36,0.01,0.45,72,17,8.6,13,3
2002,0.22,0.17,0.0,0.06,0.45,73,22,7.7,6,3
2006,0.37,0.01,0.0,0.06,0.44,70,19,5.2,27,1
2004,0.22,0.17,0.0,0.06,0.44,47,25,7.8,12,3
2002,0.22,0.17,0.0,0.06,0.44,78,27,7.4,41,4
2004,0.22,0.17,0.0,0.06,0.44,64,41,8.5,19,3
2003,0.22,0.17,0.0,0.06,0.44,56,33,7.4,21,4
2005,0.37,0.01,0.0,0.06,0.44,80,42,8.5,65,3
2005,0.36,0.01,0.0,0.06,0.44,75,24,8.7,33,3
2002,0.21,0.17,0.0,0.06,0.44,73,15,8.6,5,1
2003,0.21,0.17,0.0,0.06,0.43,73,36,8.6,53,4
2005,0.36,0.01,0.0,0.06,0.43,68,36,8.4,17,3
2003,0.21,0.17,0.0,0.06,0.43,51,7,3.6,16,1
2000,0.21,0.17,0.0,0.06,0.43,81,23,8.0,40,3
2004,0.21,0.17,0.0,0.06,0.43,51,7,8.1,28,3
2009,0.15,0.04,0.0,0.24,0.43,64,9,8.7,6,2
2003,0.21,0.16,0.0,0.06,0.43,68,27,8.8,16,4
2004,0.36,0.01,0.0,0.06,0.43,71,38,7.8,5,1
2003,0.21,0.16,0.0,0.05,0.43,74,22,8.2,33,3
2001,0.09,0.07,0.25,0.02,0.43,71,12,8.8,23,3
2006,0.07,0.05,0.29,0.02,0.43,57,27,6.8,11,3
2005,0.21,0.16,0.0,0.05,0.43,46,18,6.7,6,3
2007,0.21,0.16,0.0,0.05,0.42,54,18,5.4,28,2
2006,0.35,0.01,0.0,0.06,0.42,39,23,4.9,46,4
2005,0.21,0.16,0.0,0.05,0.42,81,28,5.8,18,2
2003,0.21,0.16,0.0,0.05,0.42,64,19,3.1,157,3
2003,0.21,0.16,0.0,0.05,0.42,78,19,7.5,11,1
2003,0.21,0.16,0.0,0.05,0.42,55,5,7.7,9,1
2002,0.21,0.16,0.0,0.05,0.42,64,22,7.2,9,1
2004,0.35,0.01,0.0,0.06,0.42,47,4,7.5,13,3
2008,0.35,0.01,0.0,0.06,0.42,84,12,7.3,7,1
2007,0.2,0.16,0.0,0.05,0.42,70,11,1.7,30,2
2002,0.2,0.16,0.0,0.05,0.42,75,18,8.5,26,4
2005,0.18,0.14,0.05,0.05,0.42,70,30,7.5,46,4
2007,0.2,0.16,0.0,0.05,0.42,54,10,7.0,10,3
2004,0.2,0.16,0.0,0.05,0.42,77,47,8.9,40,4
2003,0.15,0.12,0.11,0.04,0.41,82,33,8.9,65,4
2003,0.2,0.16,0.0,0.05,0.41,65,25,8.7,6,1
2007,0.34,0.01,0.0,0.06,0.41,70,12,5.9,48,2
2006,0.2,0.16,0.0,0.05,0.41,52,44,7.5,20,3
2002,0.2,0.16,0.0,0.05,0.41,58,17,5.7,18,3
2001,0.11,0.08,0.19,0.03,0.41,75,16,8.8,30,3
2005,0.34,0.01,0.0,0.06,0.41,50,5,7.6,16,1
2001,0.2,0.16,0.0,0.05,0.41,59,7,7.1,7,1
2005,0.34,0.01,0.0,0.06,0.41,69,29,7.6,36,3
2002,0.2,0.15,0.0,0.05,0.41,50,26,5.0,14,3
2002,0.2,0.15,0.0,0.05,0.4,73,24,7.8,6,3
2005,0.2,0.15,0.0,0.05,0.4,59,38,5.7,20,3
2008,0.2,0.15,0.0,0.05,0.4,67,6,7.0,8,3
2001,0.2,0.15,0.0,0.05,0.4,61,11,5.7,18,1
2004,0.33,0.01,0.0,0.05,0.4,66,12,4.3,6,1
2005,0.33,0.01,0.0,0.05,0.4,81,32,9.0,21,1
2003,0.19,0.15,0.0,0.05,0.4,73,39,8.3,22,3
2005,0.33,0.01,0.0,0.05,0.4,71,7,8.5,8,1
2004,0.19,0.15,0.0,0.05,0.39,66,44,8.5,20,4
2007,0.19,0.15,0.0,0.05,0.39,36,7,6.4,17,3
2007,0.19,0.15,0.01,0.05,0.39,66,4,6.7,10,3
2000,0.16,0.13,0.06,0.04,0.39,62,13,8.4,8,4
2002,0.19,0.15,0.0,0.05,0.39,67,18,8.8,19,4
2003,0.19,0.15,0.0,0.05,0.39,79,9,7.3,13,1
2006,0.19,0.15,0.0,0.05,0.39,68,19,8.0,6,2
2002,0.19,0.15,0.0,0.05,0.39,66,20,7.5,13,1
2003,0.07,0.05,0.25,0.02,0.38,82,42,8.7,83,4
2007,0.19,0.15,0.0,0.05,0.38,38,10,3.9,7,2
2001,0.19,0.15,0.0,0.05,0.38,51,18,4.6,5,1
2008,0.1,0.0,0.0,0.28,0.38,70,9,8.3,4,2
2002,0.19,0.15,0.0,0.05,0.38,74,24,7.8,19,4
2005,0.19,0.15,0.0,0.05,0.38,60,7,5.1,7,1
2004,0.19,0.15,0.0,0.05,0.38,70,30,8.5,16,3
2003,0.19,0.15,0.0,0.05,0.38,60,9,8.8,25,3
2002,0.07,0.05,0.25,0.02,0.38,68,16,6.5,15,3
2008,0.32,0.01,0.0,0.05,0.38,50,4,6.0,5,3
2008,0.21,0.0,0.0,0.17,0.38,49,10,7.4,31,3
2007,0.32,0.01,0.0,0.05,0.38,53,13,8.2,5,1
2008,0.12,0.0,0.0,0.26,0.38,56,4,5.8,6,1
2004,0.18,0.14,0.0,0.05,0.38,78,30,7.0,9,2
2006,0.09,0.07,0.19,0.02,0.37,72,31,5.8,21,3
2006,0.18,0.14,0.0,0.05,0.37,51,34,7.0,15,2
2002,0.18,0.14,0.0,0.05,0.37,84,23,7.9,7,1
2007,0.31,0.01,0.0,0.05,0.37,62,15,8.3,19,2
2006,0.17,0.13,0.02,0.04,0.37,59,27,7.7,42,1
2006,0.09,0.07,0.18,0.02,0.37,81,34,9.0,59,3
2007,0.3,0.01,0.0,0.05,0.37,71,17,8.0,15,3
2008,0.08,0.06,0.21,0.02,0.36,48,17,7.9,37,3
2001,0.18,0.14,0.0,0.05,0.36,58,15,7.8,14,1
2003,0.18,0.14,0.0,0.05,0.36,83,17,8.1,12,1
2005,0.18,0.14,0.0,0.05,0.36,53,6,6.0,8,1
2005,0.18,0.14,0.0,0.05,0.36,50,24,7.0,21,4
2001,0.11,0.09,0.14,0.03,0.36,77,13,8.5,23,1
2005,0.18,0.14,0.0,0.05,0.36,60,12,7.1,8,2
2001,0.14,0.11,0.08,0.04,0.36,70,23,8.5,14,3
2004,0.18,0.14,0.0,0.05,0.36,59,6,8.7,32,1
2003,0.18,0.14,0.0,0.05,0.36,72,39,8.2,33,3
2001,0.17,0.14,0.0,0.05,0.36,45,23,5.3,10,3
2006,0.08,0.06,0.19,0.02,0.35,76,43,7.6,109,3
2003,0.17,0.13,0.0,0.05,0.35,63,21,8.3,14,3
2001,0.15,0.11,0.05,0.04,0.35,71,20,8.6,34,3
2003,0.17,0.13,0.0,0.04,0.35,56,13,5.3,8,3
2003,0.17,0.13,0.0,0.04,0.35,65,28,6.6,48,4
2002,0.09,0.07,0.16,0.02,0.35,87,31,8.7,34,3
2005,0.17,0.13,0.0,0.04,0.35,70,15,6.9,9,4
2002,0.17,0.13,0.0,0.04,0.35,85,31,8.7,14,3
2003,0.17,0.13,0.0,0.04,0.35,83,29,9.1,17,1
2003,0.17,0.13,0.0,0.04,0.35,81,28,8.9,17,3
2000,0.1,0.08,0.15,0.03,0.35,59,12,7.8,4,3
2005,0.17,0.13,0.0,0.04,0.35,35,21,4.1,28,1
2006,0.11,0.09,0.12,0.03,0.34,62,23,9.1,24,3
2003,0.08,0.06,0.19,0.02,0.34,77,21,9.1,18,1
2004,0.17,0.13,0.0,0.04,0.34,65,34,8.6,20,2
2009,0.07,0.03,0.0,0.25,0.34,72,10,8.3,6,3
2001,0.17,0.13,0.0,0.04,0.34,65,15,8.1,7,3
2004,0.17,0.13,0.0,0.04,0.34,60,44,6.3,18,4
2008,0.04,0.03,0.25,0.01,0.34,52,8,6.5,8,3
2001,0.16,0.13,0.0,0.04,0.34,69,16,6.8,6,1
2001,0.12,0.1,0.08,0.03,0.33,91,18,9.1,72,1
2002,0.16,0.13,0.0,0.04,0.33,77,19,8.4,15,1
2002,0.16,0.13,0.0,0.04,0.33,59,15,6.7,6,3
2009,0.16,0.13,0.0,0.04,0.33,79,7,7.5,12,1
2003,0.05,0.04,0.23,0.01,0.33,59,32,9.0,24,4
2006,0.09,0.07,0.15,0.02,0.33,84,54,6.4,42,3
2002,0.1,0.08,0.12,0.03,0.33,69,28,7.6,38,4
2003,0.16,0.13,0.0,0.04,0.33,84,42,8.9,74,3
2005,0.16,0.13,0.0,0.04,0.33,66,21,8.8,6,3
2003,0.16,0.12,0.0,0.04,0.32,69,21,7.8,16,4
2001,0.16,0.12,0.0,0.04,0.32,77,21,8.3,21,3
2005,0.16,0.12,0.0,0.04,0.32,74,37,8.4,42,4
2000,0.16,0.12,0.0,0.04,0.32,79,18,8.4,9,1
2003,0.16,0.12,0.0,0.04,0.32,59,12,8.5,6,1
2004,0.16,0.12,0.0,0.04,0.32,82,25,7.8,10,1
2002,0.16,0.12,0.0,0.04,0.32,68,19,8.0,8,3
2003,0.16,0.12,0.0,0.04,0.32,78,15,8.3,12,1
2000,0.08,0.06,0.16,0.02,0.32,72,10,8.7,11,1
2002,0.15,0.12,0.0,0.04,0.32,52,15,7.2,10,1
2009,0.1,0.02,0.0,0.2,0.32,87,4,6.4,5,3
2004,0.0,0.0,0.32,0.0,0.32,71,29,8.8,19,3
2005,0.15,0.12,0.0,0.04,0.31,59,29,7.9,52,1
2002,0.15,0.12,0.0,0.04,0.31,73,34,8.5,11,1
2001,0.15,0.12,0.0,0.04,0.31,52,14,6.5,8,1
2002,0.15,0.12,0.0,0.04,0.31,49,21,6.1,14,4
2002,0.15,0.12,0.0,0.04,0.31,59,17,7.8,4,1
2000,0.15,0.12,0.0,0.04,0.31,54,15,5.8,8,3
2003,0.15,0.12,0.0,0.04,0.3,65,34,8.2,58,3
2005,0.15,0.12,0.0,0.04,0.3,61,18,8.5,30,2
2006,0.15,0.12,0.0,0.04,0.3,62,53,8.2,40,4
2002,0.05,0.04,0.19,0.01,0.3,77,14,8.9,17,1
2000,0.15,0.11,0.0,0.04,0.3,90,16,8.2,42,1
2003,0.15,0.11,0.0,0.04,0.3,73,19,8.6,7,4
2000,0.1,0.07,0.1,0.03,0.3,62,13,5.3,9,3
2004,0.15,0.11,0.0,0.04,0.3,55,24,6.1,7,3
2005,0.15,0.11,0.0,0.04,0.3,74,24,8.0,13,4
2006,0.02,0.01,0.0,0.27,0.3,68,27,8.0,25,3
2004,0.14,0.11,0.0,0.04,0.3,77,30,9.5,4,3
2002,0.14,0.11,0.0,0.04,0.29,71,19,8.6,31,3
2000,0.14,0.11,0.0,0.04,0.29,66,11,7.7,20,3
2004,0.14,0.11,0.0,0.04,0.29,68,23,8.5,63,1
2005,0.14,0.11,0.0,0.04,0.29,58,5,7.3,8,1
2005,0.14,0.11,0.0,0.04,0.29,76,31,8.4,15,3
2002,0.14,0.11,0.0,0.04,0.29,30,4,5.1,17,1
2005,0.07,0.05,0.15,0.02,0.29,81,15,7.3,26,3
2002,0.06,0.05,0.16,0.02,0.29,79,14,8.1,31,3
2003,0.14,0.11,0.0,0.04,0.29,76,21,8.6,38,1
2004,0.14,0.11,0.0,0.04,0.29,84,46,8.9,27,4
2003,0.14,0.11,0.0,0.04,0.28,48,9,8.3,13,1
2001,0.09,0.07,0.1,0.02,0.28,73,24,8.8,55,4
2003,0.14,0.11,0.0,0.04,0.28,66,35,6.2,5,3
2004,0.14,0.11,0.0,0.04,0.28,90,34,8.5,35,3
2003,0.14,0.11,0.0,0.04,0.28,56,14,7.6,21,1
2007,0.14,0.11,0.0,0.04,0.28,58,24,6.6,14,4
2007,0.14,0.11,0.0,0.04,0.28,70,24,7.8,12,3
2003,0.14,0.11,0.0,0.04,0.28,64,30,7.8,10,3
2006,0.12,0.1,0.03,0.03,0.28,69,41,6.9,74,4
2004,0.14,0.11,0.0,0.04,0.28,46,23,4.7,10,4
2006,0.14,0.11,0.0,0.04,0.28,71,26,7.5,22,3
2002,0.14,0.11,0.0,0.04,0.28,76,22,8.9,15,1
2001,0.14,0.11,0.0,0.04,0.28,57,11,5.8,4,1
2002,0.14,0.11,0.0,0.04,0.28,82,19,8.4,11,1
2001,0.05,0.04,0.17,0.01,0.28,65,23,4.9,11,3
2009,0.11,0.01,0.0,0.16,0.28,55,4,7.5,13,3
2003,0.14,0.11,0.0,0.04,0.28,65,21,7.7,19,3
2002,0.14,0.11,0.0,0.04,0.28,57,9,7.0,4,1
2004,0.13,0.1,0.0,0.03,0.27,61,57,7.2,13,1
2002,0.13,0.1,0.0,0.03,0.27,81,22,8.5,20,3
2004,0.13,0.1,0.0,0.03,0.27,65,24,8.6,12,3
2004,0.13,0.1,0.0,0.03,0.27,67,21,8.4,20,3
2004,0.13,0.1,0.0,0.03,0.27,70,26,8.5,21,4
2005,0.13,0.1,0.0,0.03,0.27,75,52,8.3,62,4
2007,0.13,0.1,0.0,0.03,0.27,61,17,8.0,28,2
2007,0.13,0.1,0.0,0.03,0.27,71,8,6.4,8,3
2000,0.06,0.05,0.14,0.02,0.27,77,16,6.0,5,1
2002,0.13,0.1,0.0,0.03,0.27,56,16,7.0,4,4
2003,0.13,0.1,0.0,0.03,0.27,75,13,8.9,21,3
2005,0.13,0.1,0.0,0.03,0.27,52,14,8.3,21,3
2004,0.13,0.1,0.0,0.03,0.27,66,20,8.3,6,1
2002,0.11,0.09,0.03,0.03,0.26,46,14,8.4,11,3
2001,0.13,0.1,0.0,0.03,0.26,53,16,7.3,11,4
2006,0.13,0.1,0.0,0.03,0.26,56,11,7.5,10,2
2004,0.13,0.1,0.0,0.03,0.26,50,7,6.6,8,1
2002,0.13,0.1,0.0,0.03,0.26,59,14,9.0,17,1
2004,0.06,0.05,0.14,0.02,0.26,73,19,8.7,7,3
2002,0.13,0.1,0.0,0.03,0.26,44,14,6.7,9,3
2001,0.13,0.1,0.0,0.03,0.26,67,21,8.4,43,3
2004,0.13,0.1,0.0,0.03,0.26,64,45,6.9,12,3
2002,0.13,0.1,0.0,0.03,0.26,78,31,9.0,39,4
2004,0.13,0.1,0.0,0.03,0.26,77,30,8.1,9,1
2003,0.13,0.1,0.0,0.03,0.26,58,19,7.8,8,1
2001,0.13,0.1,0.0,0.03,0.26,73,18,6.0,5,1
2006,0.12,0.1,0.0,0.03,0.25,56,12,8.6,17,2
2000,0.12,0.1,0.0,0.03,0.25,46,15,4.6,8,1
2002,0.12,0.1,0.0,0.03,0.25,83,21,8.5,43,1
2008,0.12,0.1,0.0,0.03,0.25,38,7,6.8,6,3
2003,0.12,0.1,0.0,0.03,0.25,87,21,8.7,19,1
2005,0.03,0.03,0.18,0.01,0.25,64,27,7.4,12,3
2008,0.12,0.09,0.0,0.03,0.25,43,7,5.4,14,3
2006,0.12,0.09,0.0,0.03,0.25,51,32,7.5,13,3
2004,0.12,0.09,0.0,0.03,0.25,77,13,8.0,10,3
2006,0.12,0.09,0.0,0.03,0.24,43,12,8.0,20,2
2002,0.12,0.09,0.0,0.03,0.24,63,20,4.8,20,1
2003,0.12,0.09,0.0,0.03,0.24,63,20,7.6,11,3
2005,0.12,0.09,0.0,0.03,0.24,84,39,9.1,117,4
2005,0.12,0.09,0.0,0.03,0.24,78,25,7.7,13,1
2002,0.12,0.09,0.0,0.03,0.24,83,17,8.0,6,1
2003,0.12,0.09,0.0,0.03,0.24,46,21,3.9,14,1
2004,0.12,0.09,0.0,0.03,0.24,85,49,9.1,54,3
2007,0.12,0.09,0.0,0.03,0.24,56,9,8.2,9,1
2004,0.11,0.09,0.0,0.03,0.23,76,26,7.0,4,1
2004,0.11,0.09,0.0,0.03,0.23,73,34,9.1,23,3
2001,0.11,0.09,0.0,0.03,0.23,35,9,3.4,16,3
2002,0.11,0.09,0.0,0.03,0.23,47,12,7.2,6,3
2003,0.11,0.09,0.0,0.03,0.23,90,19,7.0,22,1
2001,0.11,0.09,0.0,0.03,0.23,70,18,5.8,12,3
2005,0.11,0.09,0.0,0.03,0.23,74,49,8.3,19,4
2003,0.11,0.09,0.0,0.03,0.23,55,18,6.3,4,3
2006,0.06,0.05,0.1,0.02,0.23,87,4,7.1,13,3
2003,0.11,0.09,0.0,0.03,0.23,58,12,6.2,5,3
2003,0.11,0.09,0.0,0.03,0.23,73,20,8.5,14,1
2004,0.11,0.09,0.0,0.03,0.23,39,10,4.3,6,1
2002,0.11,0.09,0.0,0.03,0.23,62,22,5.9,8,1
2003,0.11,0.09,0.0,0.03,0.23,61,26,9.2,6,4
2002,0.11,0.09,0.0,0.03,0.22,51,21,7.0,6,4
2005,0.11,0.09,0.0,0.03,0.22,74,33,8.4,65,4
2002,0.11,0.09,0.0,0.03,0.22,58,9,7.0,5,1
2004,0.03,0.02,0.17,0.01,0.22,61,12,8.0,5,3
2002,0.07,0.06,0.08,0.02,0.22,50,18,6.3,8,4
2004,0.11,0.08,0.0,0.03,0.22,66,34,7.0,22,3
2009,0.11,0.01,0.0,0.1,0.22,69,6,8.3,6,3
2001,0.11,0.08,0.0,0.03,0.22,67,12,7.8,6,1
2006,0.11,0.08,0.0,0.03,0.22,60,7,7.9,9,3
2003,0.11,0.08,0.0,0.03,0.22,61,13,6.8,65,1
2002,0.11,0.08,0.0,0.03,0.22,69,24,5.0,12,1
2004,0.11,0.08,0.0,0.03,0.21,52,17,6.8,8,1
2004,0.11,0.08,0.0,0.03,0.21,63,17,8.0,7,3
2002,0.03,0.02,0.15,0.01,0.21,66,28,8.0,7,3
2004,0.1,0.08,0.0,0.03,0.21,76,44,8.6,14,3
2002,0.1,0.08,0.0,0.03,0.21,47,7,7.4,8,3
2005,0.1,0.08,0.0,0.03,0.21,60,17,8.6,5,3
2004,0.1,0.08,0.0,0.03,0.21,65,37,7.1,8,4
2004,0.1,0.08,0.0,0.03,0.21,85,29,7.7,17,3
2001,0.1,0.08,0.0,0.03,0.21,84,18,7.2,11,4
2005,0.1,0.08,0.0,0.03,0.21,63,22,5.2,13,1
2003,0.1,0.08,0.0,0.03,0.21,83,46,7.8,13,3
2002,0.1,0.08,0.0,0.03,0.21,76,20,8.3,22,3
2001,0.09,0.07,0.03,0.02,0.21,78,18,8.2,19,3
2002,0.1,0.08,0.0,0.03,0.21,81,25,8.9,49,4
2001,0.1,0.08,0.0,0.03,0.21,85,17,8.2,9,1
2008,0.1,0.08,0.0,0.03,0.21,69,4,4.1,16,2
2000,0.1,0.08,0.0,0.03,0.21,64,14,7.9,8,3
2005,0.1,0.08,0.0,0.03,0.21,78,54,8.3,23,3
