Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
1.600773633656144,-0.5024936471559807,-0.5086761936067177,2.3805959327179336,6.3381653548395915,1.9495589893609446,0.9512255223044027,-1.103925557347665,0.18243892942782391,-0.07199265357020337,-1.3011981374528097
2.0915971792096593,-0.4473662315170713,-0.3495778152661358,-0.27604120231166973,-0.23707246507505614,-0.4524031202478854,-1.0260747428686459,-0.6548977973418355,0.49216399204542416,-0.17033555942754,-1.3011981374528097
-1.8349911852184628,-0.43358437760734386,-0.3268494755031955,0.34660812621089354,-0.21447714610627727,-0.33404556702078364,-0.7979247122717557,-0.9542496373457218,0.10500766377342349,-0.375961635311062,0.4774180216553473
0.6191265425491135,-0.033910614225250164,-0.4859478538437774,-0.27604120231166973,-0.1466911891999407,-0.25049905886047646,-1.7865748448582799,-0.729735757342807,0.4147327263910231,-0.23291740860948149,-0.41189005789873123
1.600773633656144,-0.37845696196843437,-0.2586644562143747,-0.27604120231166973,-0.19188182713749843,-0.3827810301142961,0.03862539991684185,-0.05619411733406297,0.10500766377342349,-0.30443952196027174,0.4774180216553473
1.1099500881026287,0.0074349475039319005,-0.46321951408083717,-0.27604120231166973,-0.12409587023116184,-0.2296124318203997,-1.1021247530676093,1.2160512026824537,-0.35957993015297623,-0.18821608776523757,-1.3011981374528097
0.6191265425491135,-0.47492993933652594,-0.3723061550290761,-0.27604120231166973,-0.23707246507505614,-0.47328974728796214,-1.3302747836644995,0.6173475226746811,-0.6693049927705764,-0.30443952196027174,1.3667261012094258
1.600773633656144,-0.020128760315522784,-0.46321951408083717,-0.27604120231166973,-0.12409587023116184,-0.24353684984711754,-1.0260747428686459,-0.5052218773398923,-1.2113238523513765,-0.3312603144668181,-0.41189005789873123
0.6191265425491135,0.4484542726152077,-0.16775109716261363,0.2635882157412185,-0.16928650816871957,0.16723348194105922,1.2554255631002564,2.4134585626979987,0.5695952576998239,0.4465426682230261,0.4774180216553473
-1.3441676396649476,-0.4611480854267986,-0.3723061550290761,-0.27604120231166973,-0.23707246507505614,-0.47328974728796214,0.5709754713095857,-0.6548977973418355,0.6470265233542236,-0.31337978612912054,0.4774180216553473
0.1283029969955982,-0.43358437760734386,-0.3268494755031955,-0.27604120231166973,-0.21447714610627727,-0.4384787022211675,0.03862539991684185,0.6921854826756527,0.9567515859718239,-0.30443952196027174,-1.3011981374528097
1.1099500881026287,-0.5024936471559807,-0.4177628345549566,-0.27604120231166973,-0.259667784043835,-0.5150630013681158,-0.5697746816748654,-0.8794116773447502,0.8018890546630231,-0.32232005029796934,-0.41189005789873123
-0.3625205485579171,-0.29576583851007016,-0.14502275739967335,-0.27604120231166973,-0.16928650816871957,-0.29227231294063005,-0.3416246510779752,0.0186438426669086,0.8018890546630231,-0.3580811069733645,-1.3011981374528097
